Date,1 Yr,3 Yr,10 Yr,30 Yr
12/31/2001,2.17,3.59,5.07,5.48
12/28/2001,2.26,3.69,5.15,5.54
12/27/2001,2.27,3.71,5.13,5.49
12/26/2001,2.34,3.8,5.22,5.52
12/24/2001,2.24,3.74,5.18,5.49
12/21/2001,2.23,3.69,5.12,5.45
12/20/2001,2.22,3.67,5.08,5.43
12/19/2001,2.23,3.63,5.08,5.45
12/18/2001,2.24,3.66,5.16,5.52
12/17/2001,2.24,3.74,5.26,5.61
12/14/2001,2.22,3.73,5.24,5.59
12/13/2001,2.2,3.62,5.13,5.53
12/12/2001,2.13,3.48,5.02,5.47
12/11/2001,2.12,3.56,5.13,5.55
12/10/2001,2.17,3.63,5.17,5.58
12/07/2001,2.26,3.72,5.2,5.6
12/06/2001,2.35,3.7,5.04,5.47
12/05/2001,2.27,3.55,4.92,5.35
12/04/2001,2.07,3.3,4.7,5.22
12/03/2001,2.08,3.28,4.75,5.26
11/30/2001,2.06,3.3,4.78,5.27
11/29/2001,2.03,3.33,4.79,5.24
11/28/2001,2.26,3.6,4.98,5.36
11/27/2001,2.36,3.58,4.98,5.37
11/26/2001,2.43,3.7,5.05,5.39
11/23/2001,2.41,3.68,5.04,5.39
11/21/2001,2.38,3.58,4.98,5.35
11/20/2001,2.31,3.41,4.88,5.3
11/19/2001,2.31,3.38,4.8,5.22
11/16/2001,2.41,3.55,4.91,5.3
11/15/2001,2.34,3.41,4.79,5.22
11/14/2001,2.13,3.11,4.54,5.02
11/13/2001,2.07,2.96,4.41,4.92
11/09/2001,2.02,2.86,4.34,4.88
11/08/2001,2.0,2.81,4.32,4.87
11/07/2001,1.93,2.7,4.22,4.79
11/06/2001,1.97,2.76,4.3,4.86
11/05/2001,2.05,2.91,4.31,4.86
11/02/2001,2.07,2.93,4.37,4.96
11/01/2001,2.1,2.91,4.24,4.79
10/31/2001,2.07,2.87,4.3,4.89
10/30/2001,2.11,2.92,4.44,5.22
10/29/2001,2.18,2.99,4.5,5.25
10/26/2001,2.26,3.06,4.53,5.27
10/25/2001,2.26,3.06,4.56,5.28
10/24/2001,2.32,3.15,4.61,5.32
10/23/2001,2.37,3.24,4.66,5.38
10/22/2001,2.35,3.22,4.63,5.36
10/19/2001,2.34,3.19,4.63,5.36
10/18/2001,2.36,3.18,4.58,5.32
10/17/2001,2.37,3.21,4.59,5.32
10/16/2001,2.37,3.16,4.59,5.35
10/15/2001,2.39,3.18,4.62,5.38
10/12/2001,2.4,3.23,4.68,5.42
10/11/2001,2.44,3.3,4.69,5.41
10/10/2001,2.35,3.19,4.61,5.36
10/09/2001,2.35,3.16,4.62,5.39
10/05/2001,2.33,3.1,4.52,5.31
10/04/2001,2.37,3.14,4.53,5.31
10/03/2001,2.38,3.14,4.5,5.32
10/02/2001,2.43,3.14,4.53,5.34
10/01/2001,2.47,3.18,4.55,5.38
09/28/2001,2.49,3.22,4.6,5.42
09/27/2001,2.43,3.15,4.58,5.45
09/26/2001,2.48,3.18,4.65,5.5
09/25/2001,2.51,3.25,4.72,5.58
09/24/2001,2.56,3.3,4.73,5.58
09/21/2001,2.53,3.27,4.7,5.59
09/20/2001,2.56,3.27,4.75,5.62
09/19/2001,2.49,3.18,4.69,5.56
09/18/2001,2.69,3.31,4.72,5.55
09/17/2001,2.72,3.3,4.63,5.41
09/14/2001,2.73,3.17,4.57,5.35
09/13/2001,2.81,3.32,4.64,5.39
09/10/2001,3.31,3.82,4.84,5.43
09/07/2001,3.29,3.82,4.8,5.39
09/06/2001,3.4,3.93,4.86,5.41
09/05/2001,3.47,4.07,4.97,5.48
09/04/2001,3.55,4.1,4.99,5.5
08/31/2001,3.41,3.91,4.85,5.39
08/30/2001,3.38,3.88,4.79,5.37
08/29/2001,3.44,3.92,4.78,5.36
08/28/2001,3.46,3.97,4.85,5.41
08/27/2001,3.51,4.04,4.94,5.47
08/24/2001,3.48,4.03,4.93,5.45
08/23/2001,3.46,3.99,4.89,5.41
08/22/2001,3.44,4.03,4.91,5.44
08/21/2001,3.41,3.96,4.87,5.44
08/20/2001,3.44,4.02,4.91,5.46
08/17/2001,3.39,3.95,4.84,5.43
08/16/2001,3.43,4.04,4.95,5.48
08/15/2001,3.47,4.11,5.0,5.52
08/14/2001,3.46,4.03,4.97,5.51
08/13/2001,3.43,4.0,4.97,5.52
08/10/2001,3.45,4.03,4.99,5.52
08/09/2001,3.48,4.07,5.04,5.54
08/08/2001,3.46,4.05,4.99,5.52
08/07/2001,3.56,4.19,5.2,5.6
08/06/2001,3.56,4.17,5.19,5.59
08/03/2001,3.57,4.22,5.2,5.59
08/02/2001,3.57,4.17,5.17,5.57
08/01/2001,3.56,4.09,5.11,5.53
07/31/2001,3.53,4.06,5.07,5.51
07/30/2001,3.56,4.14,5.11,5.53
07/27/2001,3.57,4.15,5.13,5.55
07/26/2001,3.59,4.24,5.19,5.59
07/25/2001,3.62,4.3,5.2,5.58
07/24/2001,3.59,4.26,5.13,5.52
07/23/2001,3.59,4.28,5.13,5.53
07/20/2001,3.59,4.29,5.15,5.54
07/19/2001,3.6,4.28,5.13,5.53
07/18/2001,3.57,4.26,5.12,5.52
07/17/2001,3.63,4.34,5.22,5.59
07/16/2001,3.63,4.32,5.21,5.59
07/13/2001,3.64,4.37,5.27,5.64
07/12/2001,3.6,4.33,5.27,5.65
07/11/2001,3.6,4.33,5.31,5.69
07/10/2001,3.61,4.34,5.32,5.68
07/09/2001,3.66,4.41,5.37,5.7
07/06/2001,3.63,4.43,5.41,5.75
07/05/2001,3.7,4.5,5.44,5.76
07/03/2001,3.71,4.48,5.41,5.73
07/02/2001,3.74,4.47,5.37,5.7
06/29/2001,3.72,4.52,5.42,5.75
06/28/2001,3.69,4.48,5.35,5.68
06/27/2001,3.59,4.36,5.26,5.62
06/26/2001,3.53,4.3,5.24,5.65
06/25/2001,3.48,4.22,5.16,5.59
06/22/2001,3.41,4.18,5.14,5.58
06/21/2001,3.47,4.25,5.22,5.64
06/20/2001,3.45,4.24,5.24,5.67
06/19/2001,3.48,4.25,5.26,5.69
06/18/2001,3.48,4.24,5.27,5.7
06/15/2001,3.53,4.26,5.27,5.68
06/14/2001,3.56,4.3,5.26,5.65
06/13/2001,3.6,4.35,5.28,5.66
06/12/2001,3.62,4.37,5.27,5.65
06/11/2001,3.64,4.4,5.32,5.69
06/08/2001,3.64,4.45,5.38,5.73
06/07/2001,3.63,4.41,5.33,5.72
06/06/2001,3.62,4.38,5.27,5.65
06/05/2001,3.61,4.39,5.29,5.66
06/04/2001,3.68,4.47,5.35,5.69
06/01/2001,3.67,4.49,5.39,5.71
05/31/2001,3.63,4.49,5.43,5.78
05/30/2001,3.75,4.61,5.54,5.86
05/29/2001,3.76,4.6,5.54,5.86
05/25/2001,3.76,4.58,5.52,5.86
05/24/2001,3.79,4.59,5.52,5.87
05/23/2001,3.75,4.53,5.41,5.79
05/22/2001,3.79,4.58,5.42,5.78
05/21/2001,3.83,4.6,5.41,5.75
05/18/2001,3.79,4.6,5.41,5.76
05/17/2001,3.75,4.58,5.46,5.8
05/16/2001,3.72,4.51,5.48,5.86
05/15/2001,3.75,4.52,5.5,5.89
05/14/2001,3.79,4.53,5.46,5.85
05/11/2001,3.89,4.58,5.51,5.88
05/10/2001,3.78,4.38,5.31,5.75
05/09/2001,3.69,4.27,5.2,5.67
05/08/2001,3.7,4.3,5.24,5.72
05/07/2001,3.73,4.39,5.21,5.68
05/04/2001,3.79,4.41,5.21,5.65
05/03/2001,3.89,4.48,5.22,5.64
05/02/2001,3.95,4.53,5.31,5.71
05/01/2001,3.91,4.5,5.3,5.75
04/30/2001,3.94,4.55,5.35,5.78
04/27/2001,3.91,4.53,5.34,5.81
04/26/2001,3.83,4.4,5.2,5.71
04/25/2001,3.85,4.45,5.28,5.78
04/24/2001,3.76,4.39,5.22,5.75
04/23/2001,3.77,4.38,5.2,5.73
04/20/2001,3.88,4.5,5.29,5.79
04/19/2001,3.94,4.5,5.27,5.77
04/18/2001,3.97,4.43,5.14,5.65
04/17/2001,4.17,4.57,5.21,5.65
04/16/2001,4.26,4.65,5.28,5.7
04/12/2001,4.17,4.52,5.17,5.61
04/11/2001,4.11,4.44,5.12,5.6
04/10/2001,4.04,4.4,5.09,5.63
04/09/2001,3.94,4.26,4.93,5.5
04/06/2001,3.9,4.22,4.89,5.46
04/05/2001,4.01,4.33,4.98,5.53
04/04/2001,3.97,4.27,4.94,5.5
04/03/2001,4.01,4.3,4.94,5.48
04/02/2001,4.1,4.37,4.98,5.49
03/30/2001,4.09,4.33,4.93,5.46
03/29/2001,4.16,4.4,4.98,5.48
03/28/2001,4.22,4.42,4.97,5.47
03/27/2001,4.29,4.51,5.0,5.45
03/26/2001,4.18,4.37,4.85,5.36
03/23/2001,4.17,4.33,4.8,5.3
03/22/2001,4.1,4.26,4.73,5.25
03/21/2001,4.14,4.29,4.77,5.28
03/20/2001,4.18,4.33,4.78,5.27
03/19/2001,4.25,4.4,4.82,5.3
03/16/2001,4.19,4.35,4.78,5.28
03/15/2001,4.19,4.31,4.81,5.29
03/14/2001,4.29,4.4,4.84,5.28
03/13/2001,4.43,4.53,4.95,5.34
03/12/2001,4.43,4.54,4.92,5.31
03/09/2001,4.46,4.53,4.95,5.32
03/08/2001,4.42,4.49,4.89,5.3
03/07/2001,4.44,4.5,4.92,5.32
03/06/2001,4.5,4.55,4.99,5.38
03/05/2001,4.51,4.57,4.98,5.36
03/02/2001,4.48,4.53,4.95,5.38
03/01/2001,4.45,4.48,4.87,5.29
02/28/2001,4.47,4.48,4.92,5.34
02/27/2001,4.47,4.51,4.96,5.34
02/26/2001,4.48,4.54,5.05,5.45
02/23/2001,4.58,4.63,5.1,5.49
02/22/2001,4.68,4.72,5.15,5.52
02/21/2001,4.74,4.75,5.14,5.49
02/20/2001,4.77,4.77,5.11,5.46
02/16/2001,4.78,4.79,5.11,5.46
02/15/2001,4.9,4.92,5.19,5.5
02/14/2001,4.84,4.87,5.13,5.44
02/13/2001,4.77,4.78,5.07,5.43
02/12/2001,4.7,4.71,5.05,5.42
02/09/2001,4.68,4.7,5.03,5.38
02/08/2001,4.74,4.77,5.1,5.44
02/07/2001,4.73,4.74,5.1,5.52
02/06/2001,4.74,4.76,5.22,5.51
02/05/2001,4.7,4.71,5.18,5.48
02/02/2001,4.67,4.71,5.17,5.51
02/01/2001,4.56,4.59,5.1,5.46
01/31/2001,4.6,4.67,5.19,5.54
01/30/2001,4.68,4.75,5.24,5.59
01/29/2001,4.78,4.8,5.32,5.69
01/26/2001,4.8,4.81,5.29,5.64
01/25/2001,4.83,4.8,5.29,5.61
01/24/2001,4.86,4.84,5.33,5.67
01/23/2001,4.85,4.83,5.3,5.65
01/22/2001,4.79,4.78,5.25,5.61
01/19/2001,4.79,4.76,5.19,5.56
01/18/2001,4.76,4.73,5.12,5.47
01/17/2001,4.91,4.84,5.19,5.52
01/16/2001,4.95,4.89,5.24,5.6
01/12/2001,4.96,4.91,5.25,5.63
01/11/2001,4.84,4.78,5.14,5.55
01/10/2001,4.82,4.78,5.1,5.49
01/09/2001,4.71,4.65,4.98,5.43
01/08/2001,4.61,4.55,4.94,5.42
01/05/2001,4.6,4.57,4.93,5.41
01/04/2001,4.82,4.78,5.03,5.44
01/03/2001,5.04,4.92,5.14,5.49
01/02/2001,5.11,4.82,4.92,5.35
