Date,1 Yr,3 Yr,10 Yr,20 Yr,30 Yr
12/31/2002,1.32,1.99,3.83,4.83,
12/30/2002,1.36,1.95,3.82,4.82,
12/27/2002,1.36,1.97,3.83,4.83,
12/26/2002,1.41,2.08,3.93,4.91,
12/24/2002,1.42,2.1,3.95,4.93,
12/23/2002,1.43,2.17,3.98,4.98,
12/20/2002,1.39,2.15,3.97,4.97,
12/19/2002,1.37,2.13,3.96,4.97,
12/18/2002,1.43,2.21,4.06,5.05,
12/17/2002,1.48,2.3,4.13,5.11,
12/16/2002,1.5,2.35,4.15,5.11,
12/13/2002,1.47,2.27,4.07,5.03,
12/12/2002,1.46,2.25,4.01,4.97,
12/11/2002,1.46,2.24,4.01,4.97,
12/10/2002,1.48,2.3,4.06,5.02,
12/09/2002,1.48,2.28,4.06,5.05,
12/06/2002,1.47,2.31,4.09,5.08,
12/05/2002,1.5,2.39,4.13,5.09,
12/04/2002,1.53,2.45,4.18,5.14,
12/03/2002,1.57,2.53,4.24,5.18,
12/02/2002,1.56,2.51,4.22,5.17,
11/29/2002,1.56,2.51,4.22,5.18,
11/27/2002,1.58,2.58,4.26,5.23,
11/26/2002,1.51,2.38,4.08,5.03,
11/25/2002,1.56,2.51,4.19,5.13,
11/22/2002,1.54,2.52,4.18,5.12,
11/21/2002,1.52,2.46,4.14,5.1,
11/20/2002,1.5,2.39,4.08,5.04,
11/19/2002,1.49,2.3,3.99,4.94,
11/18/2002,1.48,2.3,4.02,4.98,
11/15/2002,1.49,2.3,4.05,5.02,
11/14/2002,1.48,2.28,4.03,5.01,
11/13/2002,1.42,2.11,3.84,4.86,
11/12/2002,1.44,2.14,3.84,4.87,
11/08/2002,1.43,2.21,3.85,4.87,
11/07/2002,1.46,2.2,3.88,4.94,
11/06/2002,1.46,2.26,4.09,5.12,
11/05/2002,1.48,2.21,4.1,5.13,
11/04/2002,1.48,2.19,4.07,5.11,
11/01/2002,1.46,2.14,4.01,5.07,
10/31/2002,1.46,2.05,3.93,5.03,
10/30/2002,1.49,2.12,3.99,5.07,
10/29/2002,1.53,2.15,3.97,5.05,
10/28/2002,1.6,2.26,4.1,5.15,
10/25/2002,1.69,2.35,4.12,5.16,
10/24/2002,1.73,2.45,4.16,5.2,
