Date,1 Yr,3 Yr,10 Yr,30 Yr
07/22/2016,0.55,0.84,1.57,2.29
07/21/2016,0.54,0.82,1.57,2.29
07/20/2016,0.56,0.86,1.59,2.3
07/19/2016,0.56,0.84,1.56,2.27
07/18/2016,0.52,0.85,1.59,2.3
07/15/2016,0.52,0.87,1.6,2.3
07/14/2016,0.53,0.82,1.53,2.25
07/13/2016,0.51,0.8,1.48,2.18
07/12/2016,0.52,0.81,1.53,2.24
07/11/2016,0.5,0.77,1.43,2.14
07/08/2016,0.48,0.71,1.37,2.11
07/07/2016,0.47,0.69,1.4,2.14
07/06/2016,0.46,0.69,1.38,2.14
07/05/2016,0.44,0.66,1.37,2.14
07/01/2016,0.45,0.71,1.46,2.24
06/30/2016,0.45,0.71,1.49,2.3
06/29/2016,0.46,0.74,1.5,2.3
06/28/2016,0.45,0.71,1.46,2.27
06/27/2016,0.45,0.7,1.46,2.28
06/24/2016,0.48,0.76,1.57,2.42
06/23/2016,0.58,0.92,1.74,2.55
06/22/2016,0.56,0.88,1.69,2.5
06/21/2016,0.57,0.89,1.71,2.5
06/20/2016,0.56,0.87,1.67,2.47
06/17/2016,0.51,0.83,1.62,2.43
06/16/2016,0.53,0.81,1.57,2.39
06/15/2016,0.52,0.81,1.6,2.43
06/14/2016,0.55,0.85,1.62,2.43
06/13/2016,0.55,0.84,1.62,2.43
06/10/2016,0.57,0.87,1.64,2.44
06/09/2016,0.59,0.91,1.68,2.48
06/08/2016,0.6,0.93,1.71,2.51
06/07/2016,0.59,0.94,1.72,2.54
06/06/2016,0.6,0.94,1.73,2.55
06/03/2016,0.6,0.92,1.71,2.52
06/02/2016,0.68,1.03,1.81,2.58
06/01/2016,0.7,1.07,1.85,2.63
05/31/2016,0.68,1.03,1.84,2.64
05/27/2016,0.68,1.06,1.85,2.65
05/26/2016,0.65,1.03,1.83,2.64
05/25/2016,0.67,1.08,1.87,2.67
05/24/2016,0.69,1.08,1.86,2.65
05/23/2016,0.69,1.05,1.84,2.63
05/20/2016,0.67,1.05,1.85,2.63
05/19/2016,0.64,1.06,1.85,2.64
05/18/2016,0.63,1.08,1.87,2.67
05/17/2016,0.58,0.97,1.76,2.59
05/16/2016,0.57,0.94,1.75,2.59
05/13/2016,0.55,0.91,1.71,2.55
05/12/2016,0.54,0.92,1.75,2.6
05/11/2016,0.53,0.87,1.73,2.58
05/10/2016,0.52,0.88,1.77,2.61
05/09/2016,0.51,0.86,1.77,2.61
05/06/2016,0.51,0.9,1.79,2.62
05/05/2016,0.51,0.87,1.76,2.6
05/04/2016,0.52,0.89,1.79,2.64
05/03/2016,0.53,0.92,1.81,2.66
05/02/2016,0.55,0.96,1.88,2.71
04/29/2016,0.56,0.92,1.83,2.66
04/28/2016,0.56,0.93,1.84,2.68
04/27/2016,0.58,0.99,1.87,2.71
04/26/2016,0.61,1.04,1.94,2.76
04/25/2016,0.57,1.01,1.91,2.72
04/22/2016,0.56,1.01,1.89,2.7
04/21/2016,0.56,0.98,1.88,2.69
04/20/2016,0.54,0.97,1.85,2.66
04/19/2016,0.53,0.92,1.79,2.6
04/18/2016,0.52,0.9,1.78,2.58
04/15/2016,0.53,0.87,1.76,2.56
04/14/2016,0.55,0.92,1.8,2.61
04/13/2016,0.55,0.9,1.77,2.58
04/12/2016,0.54,0.9,1.79,2.61
04/11/2016,0.53,0.85,1.73,2.56
04/08/2016,0.54,0.84,1.72,2.55
04/07/2016,0.52,0.83,1.7,2.52
04/06/2016,0.55,0.88,1.76,2.58
04/05/2016,0.56,0.85,1.73,2.54
04/04/2016,0.59,0.88,1.78,2.6
04/01/2016,0.62,0.9,1.79,2.62
03/31/2016,0.59,0.87,1.78,2.61
03/30/2016,0.61,0.91,1.83,2.65
03/29/2016,0.63,0.94,1.81,2.6
03/28/2016,0.65,1.04,1.89,2.66
03/24/2016,0.63,1.05,1.91,2.67
03/23/2016,0.64,1.03,1.88,2.65
03/22/2016,0.64,1.08,1.94,2.72
03/21/2016,0.63,1.05,1.92,2.72
03/18/2016,0.62,1.0,1.88,2.68
03/17/2016,0.64,1.04,1.91,2.69
03/16/2016,0.66,1.05,1.94,2.73
03/15/2016,0.71,1.16,1.97,2.73
03/14/2016,0.7,1.15,1.97,2.74
03/11/2016,0.7,1.16,1.98,2.75
03/10/2016,0.69,1.11,1.93,2.7
03/09/2016,0.68,1.07,1.9,2.68
03/08/2016,0.68,1.04,1.83,2.63
03/07/2016,0.67,1.08,1.91,2.71
03/04/2016,0.67,1.04,1.88,2.7
03/03/2016,0.65,0.99,1.83,2.65
03/02/2016,0.67,1.0,1.84,2.69
03/01/2016,0.68,0.98,1.83,2.7
02/29/2016,0.62,0.91,1.74,2.61
02/26/2016,0.6,0.93,1.76,2.63
02/25/2016,0.56,0.85,1.71,2.58
02/24/2016,0.55,0.9,1.75,2.61
02/23/2016,0.55,0.9,1.74,2.6
02/22/2016,0.55,0.92,1.77,2.62
02/19/2016,0.53,0.91,1.76,2.61
02/18/2016,0.53,0.88,1.75,2.62
02/17/2016,0.53,0.93,1.81,2.68
02/16/2016,0.51,0.91,1.78,2.64
02/12/2016,0.51,0.89,1.74,2.6
02/11/2016,0.47,0.81,1.63,2.5
02/10/2016,0.52,0.85,1.71,2.53
02/09/2016,0.52,0.85,1.74,2.55
02/08/2016,0.51,0.83,1.75,2.56
02/05/2016,0.55,0.91,1.86,2.68
02/04/2016,0.52,0.9,1.87,2.7
02/03/2016,0.54,0.91,1.88,2.7
02/02/2016,0.54,0.93,1.87,2.67
02/01/2016,0.47,1.01,1.97,2.77
01/29/2016,0.47,0.97,1.94,2.75
01/28/2016,0.47,1.05,2.0,2.79
01/27/2016,0.47,1.07,2.02,2.8
01/26/2016,0.47,1.07,2.01,2.79
01/25/2016,0.47,1.1,2.03,2.8
01/22/2016,0.47,1.11,2.07,2.83
01/21/2016,0.44,1.06,2.02,2.79
01/20/2016,0.43,1.06,2.01,2.77
01/19/2016,0.48,1.11,2.06,2.82
01/15/2016,0.49,1.08,2.03,2.81
01/14/2016,0.55,1.14,2.1,2.9
01/13/2016,0.6,1.15,2.08,2.85
01/12/2016,0.62,1.18,2.12,2.89
01/11/2016,0.63,1.2,2.17,2.96
01/08/2016,0.64,1.2,2.13,2.91
01/07/2016,0.66,1.22,2.16,2.92
01/06/2016,0.67,1.26,2.18,2.94
01/05/2016,0.68,1.32,2.25,3.01
01/04/2016,0.61,1.31,2.24,2.98
