Date,1 Yr,3 Yr,10 Yr,30 Yr
04/28/1993,3.27,4.35,6.03,6.91
04/27/1993,3.27,4.33,6.02,6.9
04/26/1993,3.23,4.25,5.94,6.83
04/23/1993,3.18,4.21,5.89,6.79
04/22/1993,3.17,4.21,5.85,6.75
04/21/1993,3.17,4.23,5.86,6.75
04/20/1993,3.19,4.24,5.87,6.76
04/19/1993,3.21,4.25,5.87,6.73
04/16/1993,3.21,4.26,5.89,6.76
04/15/1993,3.22,4.24,5.88,6.73
04/14/1993,3.19,4.24,5.9,6.76
04/13/1993,3.22,4.27,5.93,6.8
04/12/1993,3.23,4.27,5.92,6.79
04/08/1993,3.25,4.3,5.97,6.85
04/07/1993,3.33,4.39,6.07,6.96
04/06/1993,3.35,4.39,6.08,6.97
04/05/1993,3.3,4.45,6.13,7.04
04/02/1993,3.32,4.48,6.16,7.06
04/01/1993,3.32,4.41,6.06,6.97
03/31/1993,3.32,4.42,6.03,6.93
03/30/1993,3.29,4.38,6.02,6.91
03/29/1993,3.33,4.44,6.06,6.9
03/26/1993,3.33,4.5,6.09,6.94
03/25/1993,3.29,4.38,5.98,6.83
03/24/1993,3.31,4.38,5.95,6.81
03/23/1993,3.28,4.31,5.91,6.77
03/22/1993,3.29,4.37,5.96,6.81
03/19/1993,3.32,4.38,5.95,6.81
03/18/1993,3.3,4.35,5.93,6.8
03/17/1993,3.36,4.44,6.02,6.86
03/16/1993,3.38,4.5,6.06,6.87
03/15/1993,3.42,4.61,6.17,6.91
03/12/1993,3.39,4.56,6.11,6.86
03/11/1993,3.35,4.47,5.96,6.75
03/10/1993,3.4,4.49,5.97,6.75
03/09/1993,3.41,4.46,5.91,6.73
03/08/1993,3.39,4.37,5.85,6.72
03/05/1993,3.37,4.37,5.9,6.76
03/04/1993,3.24,4.19,5.83,6.73
03/03/1993,3.28,4.24,5.88,6.78
03/02/1993,3.31,4.31,5.95,6.84
03/01/1993,3.3,4.31,5.94,6.83
02/26/1993,3.32,4.37,6.03,6.9
02/25/1993,3.33,4.36,6.03,6.89
02/24/1993,3.32,4.4,6.01,6.88
02/23/1993,3.27,4.33,5.92,6.83
02/22/1993,3.32,4.44,6.09,6.95
02/19/1993,3.3,4.44,6.15,7.01
02/18/1993,3.3,4.43,6.17,7.02
02/17/1993,3.39,4.54,6.28,7.11
02/16/1993,3.44,4.64,6.34,7.14
02/12/1993,3.43,4.7,6.35,7.13
02/11/1993,3.44,4.72,6.37,7.15
02/10/1993,3.5,4.79,6.4,7.26
02/09/1993,3.47,4.72,6.41,7.2
02/08/1993,3.43,4.64,6.37,7.18
02/05/1993,3.36,4.58,6.32,7.17
02/04/1993,3.44,4.68,6.39,7.19
02/03/1993,3.44,4.77,6.45,7.23
02/02/1993,3.43,4.76,6.46,7.25
02/01/1993,3.4,4.69,6.38,7.21
01/29/1993,3.39,4.72,6.39,7.21
01/28/1993,3.38,4.73,6.44,7.23
01/27/1993,3.41,4.8,6.48,7.25
01/26/1993,3.45,4.83,6.5,7.26
01/25/1993,3.41,4.8,6.48,7.22
01/22/1993,3.41,4.85,6.57,7.3
01/21/1993,3.48,4.91,6.6,7.31
01/20/1993,3.51,4.95,6.61,7.32
01/19/1993,3.48,4.91,6.59,7.31
01/15/1993,3.42,4.88,6.6,7.35
01/14/1993,3.48,4.96,6.65,7.41
01/13/1993,3.51,5.02,6.71,7.45
01/12/1993,3.54,5.03,6.72,7.48
01/11/1993,3.54,5.01,6.71,7.47
01/08/1993,3.56,5.06,6.75,7.47
01/07/1993,3.7,5.17,6.76,7.45
01/06/1993,3.62,5.06,6.63,7.34
01/05/1993,3.58,5.0,6.61,7.33
01/04/1993,3.56,5.03,6.6,7.33
