Date,1 Yr,3 Yr,10 Yr,20 Yr
12/31/2004,2.75,3.25,4.24,4.85
12/30/2004,2.76,3.27,4.27,4.92
12/29/2004,2.77,3.32,4.33,4.96
12/28/2004,2.77,3.27,4.31,4.94
12/27/2004,2.78,3.26,4.3,4.95
12/23/2004,2.7,3.21,4.23,4.86
12/22/2004,2.71,3.21,4.21,4.85
12/21/2004,2.72,3.22,4.18,4.82
12/20/2004,2.72,3.23,4.21,4.84
12/17/2004,2.67,3.22,4.21,4.85
12/16/2004,2.66,3.21,4.19,4.84
12/15/2004,2.64,3.14,4.09,4.72
12/14/2004,2.65,3.17,4.14,4.79
12/13/2004,2.66,3.18,4.16,4.81
12/10/2004,2.61,3.15,4.16,4.83
12/09/2004,2.59,3.15,4.19,4.84
12/08/2004,2.59,3.12,4.14,4.8
12/07/2004,2.6,3.19,4.23,4.91
12/06/2004,2.6,3.17,4.24,4.92
12/03/2004,2.58,3.19,4.27,4.95
12/02/2004,2.62,3.3,4.4,5.07
12/01/2004,2.6,3.28,4.38,5.04
11/30/2004,2.63,3.29,4.36,5.03
11/29/2004,2.66,3.31,4.34,4.99
11/26/2004,2.61,3.25,4.24,4.9
11/24/2004,2.6,3.23,4.2,4.85
11/23/2004,2.6,3.2,4.19,4.85
11/22/2004,2.6,3.18,4.18,4.85
11/19/2004,2.56,3.17,4.2,4.89
11/18/2004,2.51,3.08,4.12,4.82
11/17/2004,2.5,3.07,4.14,4.85
11/16/2004,2.54,3.14,4.21,4.92
11/15/2004,2.53,3.12,4.2,4.91
11/12/2004,2.49,3.1,4.2,4.91
11/10/2004,2.47,3.07,4.25,4.97
11/09/2004,2.46,3.05,4.22,4.95
11/08/2004,2.47,3.08,4.22,4.95
11/05/2004,2.44,3.04,4.21,4.92
11/04/2004,2.34,2.89,4.1,4.82
11/03/2004,2.32,2.85,4.09,4.83
11/02/2004,2.33,2.86,4.1,4.84
11/01/2004,2.34,2.89,4.11,4.84
10/29/2004,2.28,2.82,4.05,4.79
10/28/2004,2.29,2.86,4.09,4.83
10/27/2004,2.3,2.89,4.11,4.85
10/26/2004,2.24,2.8,4.01,4.75
10/25/2004,2.24,2.78,3.99,4.74
10/22/2004,2.23,2.79,4.0,4.75
10/21/2004,2.23,2.83,4.01,4.76
10/20/2004,2.2,2.78,4.01,4.77
10/19/2004,2.22,2.84,4.07,4.83
10/18/2004,2.21,2.82,4.07,4.84
10/15/2004,2.18,2.8,4.07,4.84
10/14/2004,2.15,2.76,4.03,4.81
10/13/2004,2.17,2.8,4.09,4.86
10/12/2004,2.2,2.84,4.12,4.88
10/08/2004,2.21,2.88,4.15,4.91
10/07/2004,2.26,3.01,4.26,5.0
10/06/2004,2.26,2.99,4.23,4.97
10/05/2004,2.23,2.93,4.18,4.93
10/04/2004,2.25,2.93,4.19,4.93
10/01/2004,2.21,2.92,4.21,4.95
09/30/2004,2.21,2.89,4.14,4.89
09/29/2004,2.2,2.89,4.1,4.85
09/28/2004,2.18,2.8,4.02,4.78
09/27/2004,2.2,2.84,4.01,4.75
09/24/2004,2.2,2.88,4.04,4.78
09/23/2004,2.16,2.83,4.02,4.78
09/22/2004,2.12,2.78,4.0,4.75
09/21/2004,2.12,2.79,4.05,4.82
09/20/2004,2.1,2.75,4.07,4.85
09/17/2004,2.11,2.83,4.14,4.91
09/16/2004,2.06,2.75,4.08,4.86
09/15/2004,2.09,2.84,4.18,4.96
09/14/2004,2.08,2.81,4.15,4.93
09/13/2004,2.1,2.83,4.16,4.94
09/10/2004,2.08,2.84,4.19,4.97
09/09/2004,2.09,2.85,4.22,4.99
09/08/2004,2.09,2.83,4.18,4.96
09/07/2004,2.13,2.91,4.26,5.03
09/03/2004,2.12,2.94,4.3,5.07
09/02/2004,2.02,2.8,4.2,4.99
09/01/2004,1.99,2.74,4.13,4.93
08/31/2004,1.99,2.75,4.13,4.93
08/30/2004,2.04,2.82,4.19,4.99
08/27/2004,2.03,2.85,4.23,5.02
08/26/2004,2.02,2.85,4.22,5.03
08/25/2004,2.03,2.88,4.26,5.06
08/24/2004,2.03,2.87,4.28,5.08
08/23/2004,2.03,2.87,4.28,5.08
08/20/2004,1.98,2.83,4.24,5.03
08/19/2004,1.96,2.8,4.22,5.03
08/18/2004,1.97,2.82,4.23,5.04
08/17/2004,1.98,2.81,4.21,5.02
08/16/2004,2.01,2.87,4.26,5.06
08/13/2004,1.97,2.85,4.22,5.02
08/12/2004,1.99,2.89,4.27,5.05
08/11/2004,2.0,2.91,4.3,5.07
08/10/2004,2.01,2.94,4.32,5.08
08/09/2004,1.97,2.86,4.28,5.06
08/06/2004,1.91,2.79,4.24,5.04
08/05/2004,2.09,3.04,4.43,5.18
08/04/2004,2.11,3.05,4.45,5.2
08/03/2004,2.11,3.05,4.45,5.2
08/02/2004,2.12,3.06,4.48,5.22
07/30/2004,2.13,3.09,4.5,5.24
07/29/2004,2.15,3.16,4.6,5.34
07/28/2004,2.17,3.19,4.61,5.35
07/27/2004,2.19,3.23,4.62,5.35
07/26/2004,2.18,3.13,4.49,5.23
07/23/2004,2.12,3.08,4.45,5.2
07/22/2004,2.12,3.09,4.48,5.22
07/21/2004,2.14,3.1,4.5,5.24
07/20/2004,2.13,3.06,4.47,5.21
07/19/2004,2.1,2.94,4.38,5.14
07/16/2004,2.08,2.93,4.38,5.14
07/15/2004,2.11,3.04,4.5,5.24
07/14/2004,2.08,3.02,4.5,5.24
07/13/2004,2.05,3.0,4.5,5.25
07/12/2004,2.02,2.96,4.46,5.22
07/09/2004,2.0,2.96,4.49,5.23
07/08/2004,1.99,2.97,4.49,5.24
07/07/2004,2.0,2.99,4.5,5.24
07/06/2004,2.15,2.99,4.49,5.24
07/02/2004,2.02,2.96,4.48,5.22
07/01/2004,2.07,3.08,4.57,5.31
06/30/2004,2.09,3.16,4.62,5.33
06/29/2004,2.2,3.28,4.7,5.41
06/28/2004,2.3,3.32,4.76,5.46
06/25/2004,2.14,3.2,4.66,5.37
06/24/2004,2.11,3.21,4.66,5.36
06/23/2004,2.15,3.25,4.71,5.41
06/22/2004,2.21,3.28,4.72,5.43
06/21/2004,2.17,3.26,4.7,5.42
06/18/2004,2.24,3.28,4.72,5.43
06/17/2004,2.21,3.28,4.71,5.42
06/16/2004,2.24,3.31,4.74,5.46
06/15/2004,2.16,3.26,4.69,5.41
06/14/2004,2.25,3.45,4.89,5.59
06/10/2004,2.14,3.32,4.81,5.52
06/09/2004,2.14,3.31,4.82,5.54
06/08/2004,2.02,3.24,4.78,5.5
06/07/2004,1.96,3.22,4.78,5.51
06/04/2004,1.97,3.25,4.78,5.51
06/03/2004,1.91,3.17,4.71,5.46
06/02/2004,1.92,3.19,4.74,5.47
06/01/2004,1.89,3.14,4.71,5.45
05/28/2004,1.83,3.1,4.66,5.39
05/27/2004,1.77,3.02,4.6,5.34
05/26/2004,1.81,3.08,4.67,5.41
05/25/2004,1.84,3.16,4.73,5.45
05/24/2004,1.86,3.17,4.75,5.48
05/21/2004,1.84,3.18,4.76,5.5
05/20/2004,1.81,3.12,4.72,5.47
05/19/2004,1.85,3.18,4.79,5.54
05/18/2004,1.83,3.13,4.74,5.48
05/17/2004,1.8,3.07,4.7,5.47
05/14/2004,1.81,3.16,4.79,5.54
05/13/2004,1.84,3.24,4.85,5.61
05/12/2004,1.81,3.19,4.83,5.57
05/11/2004,1.83,3.19,4.79,5.53
05/10/2004,1.85,3.18,4.81,5.54
05/07/2004,1.83,3.19,4.79,5.53
05/06/2004,1.61,2.94,4.63,5.41
05/05/2004,1.56,2.91,4.61,5.38
05/04/2004,1.57,2.88,4.56,5.34
05/03/2004,1.6,2.86,4.53,5.3
04/30/2004,1.55,2.86,4.53,5.31
04/29/2004,1.55,2.88,4.55,5.33
04/28/2004,1.54,2.82,4.5,5.28
04/27/2004,1.53,2.74,4.43,5.22
04/26/2004,1.57,2.78,4.46,5.25
04/23/2004,1.59,2.78,4.48,5.27
04/22/2004,1.49,2.64,4.4,5.2
04/21/2004,1.52,2.71,4.45,5.25
04/20/2004,1.46,2.62,4.43,5.24
04/19/2004,1.43,2.58,4.39,5.22
04/16/2004,1.4,2.53,4.37,5.2
04/15/2004,1.46,2.59,4.42,5.22
04/14/2004,1.48,2.6,4.4,5.21
04/13/2004,1.39,2.52,4.35,5.17
04/12/2004,1.34,2.41,4.25,5.08
04/08/2004,1.32,2.37,4.21,5.04
04/07/2004,1.31,2.36,4.19,5.02
04/06/2004,1.31,2.35,4.19,5.01
04/05/2004,1.34,2.4,4.24,5.05
04/02/2004,1.3,2.33,4.15,4.97
