Date,1 Yr,3 Yr,10 Yr,20 Yr,30 Yr
12/31/2015,0.65,1.31,2.27,2.67,3.01
12/30/2015,0.64,1.36,2.31,2.69,3.04
12/29/2015,0.67,1.38,2.32,2.69,3.04
12/28/2015,0.66,1.33,2.24,2.59,2.95
12/24/2015,0.64,1.33,2.25,2.61,2.96
12/23/2015,0.65,1.32,2.27,2.64,3.0
12/22/2015,0.66,1.31,2.24,2.6,2.96
12/21/2015,0.64,1.28,2.2,2.55,2.92
12/18/2015,0.67,1.27,2.19,2.54,2.9
12/17/2015,0.69,1.33,2.24,2.57,2.94
12/16/2015,0.7,1.35,2.3,2.65,3.02
12/15/2015,0.69,1.29,2.28,2.62,3.0
12/14/2015,0.68,1.25,2.23,2.59,2.96
12/11/2015,0.68,1.16,2.13,2.49,2.87
12/10/2015,0.71,1.25,2.24,2.6,2.98
12/09/2015,0.72,1.22,2.22,2.59,2.97
12/08/2015,0.76,1.25,2.24,2.61,2.97
12/07/2015,0.67,1.24,2.23,2.59,2.95
12/04/2015,0.6,1.25,2.28,2.65,3.01
12/03/2015,0.57,1.27,2.33,2.72,3.07
12/02/2015,0.52,1.23,2.18,2.55,2.91
12/01/2015,0.51,1.19,2.15,2.55,2.91
11/30/2015,0.51,1.24,2.21,2.63,2.98
11/27/2015,0.5,1.23,2.22,2.64,3.0
11/25/2015,0.52,1.25,2.23,2.64,3.0
11/24/2015,0.52,1.23,2.24,2.65,3.0
11/23/2015,0.5,1.26,2.25,2.66,3.0
11/20/2015,0.49,1.23,2.26,2.68,3.02
11/19/2015,0.49,1.21,2.24,2.66,3.0
11/18/2015,0.49,1.21,2.27,2.7,3.04
11/17/2015,0.5,1.18,2.25,2.69,3.04
11/16/2015,0.5,1.18,2.27,2.72,3.07
11/13/2015,0.5,1.2,2.28,2.72,3.06
11/12/2015,0.51,1.24,2.32,2.75,3.09
11/10/2015,0.51,1.22,2.32,2.76,3.1
11/09/2015,0.47,1.27,2.36,2.79,3.12
11/06/2015,0.47,1.23,2.34,2.76,3.09
11/05/2015,0.42,1.16,2.26,2.68,3.01
11/04/2015,0.4,1.16,2.25,2.66,3.0
11/03/2015,0.39,1.1,2.23,2.65,3.0
11/02/2015,0.37,1.08,2.2,2.6,2.95
10/30/2015,0.34,1.05,2.16,2.57,2.93
10/29/2015,0.33,1.05,2.19,2.6,2.96
10/28/2015,0.33,1.0,2.1,2.5,2.87
10/27/2015,0.29,0.92,2.05,2.48,2.86
10/26/2015,0.25,0.94,2.07,2.5,2.87
10/23/2015,0.24,0.94,2.09,2.54,2.9
10/22/2015,0.23,0.89,2.04,2.48,2.87
10/21/2015,0.23,0.91,2.04,2.48,2.87
10/20/2015,0.23,0.93,2.08,2.53,2.92
10/19/2015,0.23,0.89,2.04,2.48,2.89
10/16/2015,0.23,0.91,2.04,2.46,2.87
10/15/2015,0.22,0.9,2.04,2.46,2.87
10/14/2015,0.21,0.84,1.99,2.42,2.84
10/13/2015,0.27,0.92,2.06,2.49,2.89
