Date,1 Yr,3 Yr,10 Yr,20 Yr,30 Yr
06/14/2006,5.15,5.06,5.05,5.23,5.09
06/13/2006,5.09,4.96,4.97,5.15,5.01
06/12/2006,5.09,4.97,4.99,5.17,5.03
06/09/2006,5.05,4.96,4.98,5.17,5.03
06/08/2006,5.04,4.97,5.0,5.2,5.06
06/07/2006,5.05,4.99,5.02,5.23,5.09
06/06/2006,5.03,4.96,5.01,5.22,5.08
06/05/2006,5.02,4.95,5.02,5.24,5.1
06/02/2006,4.98,4.91,5.0,5.24,5.1
06/01/2006,5.05,5.02,5.11,5.34,5.2
05/31/2006,5.07,5.03,5.12,5.35,5.21
05/30/2006,5.02,4.99,5.09,5.33,5.19
05/26/2006,5.0,4.94,5.06,5.3,5.16
05/25/2006,5.0,4.97,5.07,5.31,5.17
05/24/2006,4.97,4.92,5.03,5.27,5.13
05/23/2006,5.0,4.97,5.07,5.3,5.16
05/22/2006,4.99,4.94,5.04,5.28,5.13
05/19/2006,4.98,4.95,5.05,5.28,5.14
05/18/2006,4.96,4.94,5.08,5.32,5.18
05/17/2006,4.99,5.0,5.16,5.42,5.28
05/16/2006,4.98,4.97,5.1,5.36,5.22
05/15/2006,5.01,5.01,5.15,5.41,5.26
05/12/2006,5.0,5.03,5.19,5.44,5.29
05/11/2006,4.99,5.01,5.14,5.38,5.23
05/10/2006,5.02,5.0,5.13,5.34,5.19
05/09/2006,5.01,4.98,5.13,5.35,5.2
05/08/2006,5.01,4.99,5.12,5.34,5.19
05/05/2006,4.98,4.96,5.12,5.35,5.2
05/04/2006,5.0,4.99,5.16,5.38,5.23
05/03/2006,4.98,4.96,5.15,5.38,5.24
05/02/2006,4.96,4.94,5.12,5.35,5.2
05/01/2006,4.97,4.95,5.14,5.38,5.23
04/28/2006,4.9,4.87,5.07,5.31,5.17
04/27/2006,4.93,4.92,5.09,5.32,5.18
04/26/2006,4.98,4.99,5.12,5.34,5.18
04/25/2006,4.95,4.94,5.07,5.31,5.16
04/24/2006,4.92,4.88,4.99,5.22,5.07
04/21/2006,4.9,4.89,5.01,5.25,5.1
04/20/2006,4.9,4.89,5.04,5.29,5.14
04/19/2006,4.89,4.87,5.04,5.29,5.13
04/18/2006,4.88,4.86,4.99,5.23,5.07
04/17/2006,4.93,4.91,5.01,5.25,5.08
04/13/2006,4.95,4.96,5.05,5.28,5.11
04/12/2006,4.91,4.9,4.98,5.22,5.05
04/11/2006,4.88,4.86,4.93,5.17,5.0
04/10/2006,4.89,4.89,4.97,5.21,5.04
04/07/2006,4.86,4.89,4.97,5.2,5.04
04/06/2006,4.85,4.83,4.9,5.13,4.96
04/05/2006,4.82,4.79,4.84,5.07,4.9
04/04/2006,4.85,4.83,4.87,5.09,4.91
04/03/2006,4.86,4.85,4.88,5.08,4.9
03/31/2006,4.82,4.83,4.86,5.07,4.9
03/30/2006,4.84,4.84,4.86,5.07,4.89
03/29/2006,4.83,4.81,4.81,5.02,4.84
03/28/2006,4.82,4.79,4.79,4.98,4.8
03/27/2006,4.77,4.69,4.7,4.91,4.73
03/24/2006,4.76,4.67,4.67,4.87,4.7
03/23/2006,4.8,4.74,4.73,4.93,4.75
03/22/2006,4.78,4.72,4.7,4.91,4.73
03/21/2006,4.79,4.71,4.71,4.91,4.74
03/20/2006,4.74,4.62,4.66,4.87,4.7
03/17/2006,4.74,4.64,4.68,4.89,4.72
03/16/2006,4.72,4.62,4.65,4.86,4.7
03/15/2006,4.77,4.72,4.73,4.93,4.75
03/14/2006,4.75,4.72,4.71,4.89,4.71
03/13/2006,4.8,4.81,4.77,4.95,4.77
03/10/2006,4.77,4.8,4.76,4.93,4.74
03/09/2006,4.76,4.77,4.74,4.91,4.72
03/08/2006,4.76,4.77,4.73,4.91,4.72
03/07/2006,4.77,4.79,4.74,4.91,4.72
03/06/2006,4.77,4.77,4.74,4.91,4.72
03/03/2006,4.75,4.75,4.68,4.84,4.66
03/02/2006,4.74,4.72,4.64,4.8,4.62
03/01/2006,4.74,4.68,4.59,4.74,4.56
02/28/2006,4.73,4.67,4.55,4.7,4.51
02/27/2006,4.76,4.71,4.59,4.74,4.55
02/24/2006,4.73,4.7,4.58,4.71,4.52
02/23/2006,4.73,4.7,4.56,4.7,4.51
02/22/2006,4.69,4.66,4.53,4.68,4.48
02/21/2006,4.73,4.68,4.57,4.72,4.53
02/17/2006,4.68,4.64,4.54,4.71,4.51
02/16/2006,4.69,4.67,4.59,4.77,4.57
02/15/2006,4.7,4.68,4.61,4.78,4.58
02/14/2006,4.71,4.68,4.62,4.8,4.6
02/13/2006,4.7,4.66,4.58,4.76,4.56
02/10/2006,4.7,4.67,4.59,4.76,4.55
02/09/2006,4.66,4.62,4.54,4.72,4.51
02/08/2006,4.66,4.61,4.56,4.75,
02/07/2006,4.65,4.57,4.57,4.73,
02/06/2006,4.66,4.57,4.55,4.69,
02/03/2006,4.62,4.54,4.54,4.7,
02/02/2006,4.61,4.54,4.57,4.76,
02/01/2006,4.6,4.54,4.57,4.77,
01/31/2006,4.58,4.49,4.53,4.74,
01/30/2006,4.59,4.47,4.54,4.77,
01/27/2006,4.54,4.46,4.52,4.75,
01/26/2006,4.52,4.45,4.53,4.76,
01/25/2006,4.51,4.41,4.49,4.72,
01/24/2006,4.46,4.33,4.4,4.63,
01/23/2006,4.45,4.31,4.36,4.59,
01/20/2006,4.44,4.32,4.37,4.59,
01/19/2006,4.43,4.32,4.38,4.61,
01/18/2006,4.42,4.29,4.34,4.58,
01/17/2006,4.42,4.28,4.34,4.57,
01/13/2006,4.4,4.29,4.36,4.59,
01/12/2006,4.42,4.35,4.42,4.66,
01/11/2006,4.44,4.39,4.46,4.7,
01/10/2006,4.42,4.36,4.43,4.68,
01/09/2006,4.39,4.32,4.38,4.63,
01/06/2006,4.38,4.32,4.38,4.63,
01/05/2006,4.36,4.29,4.36,4.61,
01/04/2006,4.35,4.28,4.36,4.6,
01/03/2006,4.38,4.3,4.37,4.62,
