Date,1 Yr,3 Yr,10 Yr,30 Yr
08/12/2014,0.1,0.92,2.46,3.27
08/11/2014,0.1,0.93,2.44,3.24
08/08/2014,0.1,0.91,2.44,3.23
08/07/2014,0.11,0.89,2.43,3.23
08/06/2014,0.11,0.93,2.49,3.27
08/05/2014,0.12,0.93,2.49,3.28
08/04/2014,0.12,0.93,2.51,3.3
08/01/2014,0.13,0.94,2.52,3.29
07/31/2014,0.12,1.02,2.58,3.32
07/30/2014,0.13,1.04,2.57,3.31
07/29/2014,0.12,1.0,2.47,3.22
07/28/2014,0.11,1.01,2.5,3.26
07/25/2014,0.11,0.98,2.48,3.24
07/24/2014,0.11,1.0,2.52,3.3
07/23/2014,0.11,0.96,2.48,3.26
07/22/2014,0.11,0.97,2.48,3.25
07/21/2014,0.11,0.99,2.49,3.26
07/18/2014,0.1,0.97,2.5,3.29
07/17/2014,0.1,0.94,2.47,3.27
07/16/2014,0.11,0.98,2.55,3.35
07/15/2014,0.11,0.97,2.56,3.37
07/14/2014,0.11,0.95,2.55,3.36
07/11/2014,0.11,0.92,2.53,3.34
07/10/2014,0.1,0.93,2.55,3.38
07/09/2014,0.11,0.97,2.57,3.37
07/08/2014,0.11,0.99,2.58,3.38
07/07/2014,0.12,1.0,2.63,3.44
07/03/2014,0.11,0.98,2.65,3.47
07/02/2014,0.12,0.95,2.64,3.46
07/01/2014,0.11,0.9,2.58,3.4
06/30/2014,0.11,0.88,2.53,3.34
06/27/2014,0.1,0.88,2.54,3.36
06/26/2014,0.11,0.9,2.53,3.35
06/25/2014,0.11,0.92,2.57,3.38
06/24/2014,0.12,0.95,2.59,3.41
06/23/2014,0.1,0.96,2.63,3.45
06/20/2014,0.09,0.94,2.63,3.44
06/19/2014,0.09,0.94,2.64,3.47
06/18/2014,0.1,0.95,2.61,3.43
06/17/2014,0.11,0.99,2.66,3.44
06/16/2014,0.11,0.95,2.61,3.4
06/13/2014,0.11,0.93,2.6,3.41
06/12/2014,0.1,0.88,2.58,3.41
06/11/2014,0.11,0.91,2.65,3.47
06/10/2014,0.11,0.93,2.64,3.47
06/09/2014,0.11,0.88,2.62,3.45
06/06/2014,0.11,0.86,2.6,3.44
06/05/2014,0.1,0.82,2.59,3.44
06/04/2014,0.1,0.85,2.61,3.45
06/03/2014,0.1,0.85,2.6,3.43
06/02/2014,0.1,0.83,2.54,3.38
05/30/2014,0.1,0.79,2.48,3.33
05/29/2014,0.1,0.77,2.45,3.31
05/28/2014,0.1,0.76,2.44,3.29
05/27/2014,0.09,0.79,2.52,3.37
05/23/2014,0.1,0.79,2.54,3.4
05/22/2014,0.09,0.8,2.56,3.43
05/21/2014,0.09,0.79,2.54,3.42
05/20/2014,0.09,0.77,2.52,3.38
05/19/2014,0.09,0.79,2.54,3.39
05/16/2014,0.09,0.8,2.52,3.34
05/15/2014,0.09,0.8,2.5,3.33
05/14/2014,0.1,0.81,2.54,3.37
05/13/2014,0.1,0.84,2.61,3.45
05/12/2014,0.09,0.87,2.66,3.49
05/09/2014,0.1,0.86,2.62,3.47
05/08/2014,0.1,0.86,2.61,3.45
05/07/2014,0.1,0.89,2.62,3.4
05/06/2014,0.1,0.92,2.61,3.38
05/05/2014,0.11,0.9,2.63,3.41
05/02/2014,0.1,0.89,2.6,3.37
05/01/2014,0.1,0.86,2.63,3.41
04/30/2014,0.11,0.87,2.67,3.47
04/29/2014,0.11,0.91,2.71,3.49
04/28/2014,0.1,0.9,2.7,3.47
04/25/2014,0.11,0.9,2.68,3.45
04/24/2014,0.1,0.91,2.7,3.46
04/23/2014,0.11,0.91,2.7,3.47
04/22/2014,0.11,0.93,2.73,3.5
04/21/2014,0.11,0.91,2.73,3.52
04/17/2014,0.11,0.91,2.73,3.52
04/16/2014,0.11,0.87,2.65,3.45
04/15/2014,0.11,0.84,2.64,3.46
04/14/2014,0.1,0.82,2.65,3.48
04/11/2014,0.09,0.8,2.63,3.48
04/10/2014,0.09,0.81,2.65,3.52
04/09/2014,0.1,0.85,2.71,3.57
04/08/2014,0.11,0.88,2.69,3.54
04/07/2014,0.11,0.87,2.71,3.56
04/04/2014,0.11,0.89,2.74,3.59
04/03/2014,0.11,0.95,2.8,3.62
04/02/2014,0.12,0.94,2.82,3.65
04/01/2014,0.13,0.91,2.77,3.6
03/31/2014,0.13,0.9,2.73,3.56
03/28/2014,0.13,0.93,2.73,3.55
03/27/2014,0.12,0.9,2.69,3.52
03/26/2014,0.12,0.89,2.71,3.55
03/25/2014,0.13,0.92,2.75,3.59
03/24/2014,0.14,0.93,2.74,3.57
03/21/2014,0.14,0.91,2.75,3.61
03/20/2014,0.14,0.9,2.79,3.67
03/19/2014,0.15,0.91,2.78,3.66
03/18/2014,0.13,0.75,2.68,3.62
03/17/2014,0.13,0.77,2.7,3.63
03/14/2014,0.12,0.74,2.65,3.59
03/13/2014,0.12,0.74,2.66,3.6
03/12/2014,0.12,0.78,2.73,3.66
03/11/2014,0.13,0.79,2.77,3.7
03/10/2014,0.12,0.79,2.79,3.73
03/07/2014,0.13,0.79,2.8,3.72
03/06/2014,0.12,0.73,2.74,3.68
03/05/2014,0.13,0.71,2.7,3.64
03/04/2014,0.12,0.71,2.7,3.64
03/03/2014,0.12,0.66,2.6,3.55
02/28/2014,0.12,0.69,2.66,3.59
02/27/2014,0.11,0.68,2.65,3.6
02/26/2014,0.11,0.68,2.67,3.63
02/25/2014,0.11,0.7,2.7,3.66
02/24/2014,0.11,0.72,2.75,3.7
02/21/2014,0.12,0.71,2.73,3.69
02/20/2014,0.12,0.72,2.76,3.73
02/19/2014,0.11,0.69,2.73,3.71
02/18/2014,0.12,0.67,2.71,3.68
02/14/2014,0.11,0.71,2.75,3.69
02/13/2014,0.12,0.7,2.73,3.7
02/12/2014,0.12,0.74,2.8,3.72
02/11/2014,0.12,0.71,2.75,3.69
02/10/2014,0.12,0.66,2.7,3.66
02/07/2014,0.12,0.66,2.71,3.67
02/06/2014,0.13,0.69,2.73,3.67
02/05/2014,0.12,0.66,2.7,3.66
02/04/2014,0.12,0.65,2.64,3.59
02/03/2014,0.11,0.64,2.61,3.55
01/31/2014,0.1,0.69,2.67,3.61
01/30/2014,0.1,0.72,2.72,3.65
01/29/2014,0.11,0.71,2.69,3.62
01/28/2014,0.11,0.75,2.77,3.68
01/27/2014,0.11,0.76,2.78,3.67
01/24/2014,0.11,0.75,2.75,3.64
01/23/2014,0.11,0.77,2.79,3.68
01/22/2014,0.11,0.85,2.87,3.75
01/21/2014,0.12,0.81,2.85,3.74
01/17/2014,0.11,0.79,2.84,3.75
01/16/2014,0.11,0.8,2.86,3.77
01/15/2014,0.13,0.81,2.9,3.81
01/14/2014,0.11,0.78,2.88,3.8
01/13/2014,0.11,0.74,2.84,3.77
01/10/2014,0.12,0.77,2.88,3.8
01/09/2014,0.13,0.86,2.97,3.88
01/08/2014,0.13,0.87,3.01,3.9
01/07/2014,0.13,0.8,2.96,3.88
01/06/2014,0.12,0.78,2.98,3.9
01/03/2014,0.13,0.8,3.01,3.93
01/02/2014,0.13,0.76,3.0,3.92
