Date,1 Yr,3 Yr,10 Yr,20 Yr,30 Yr
12/31/2013,0.13,0.78,3.04,3.72,3.96
12/30/2013,0.13,0.77,2.99,3.66,3.9
12/27/2013,0.12,0.79,3.02,3.7,3.94
12/26/2013,0.13,0.81,3.0,3.68,3.92
12/24/2013,0.14,0.8,2.99,3.66,3.9
12/23/2013,0.14,0.77,2.94,3.6,3.85
12/20/2013,0.13,0.74,2.89,3.57,3.82
12/19/2013,0.13,0.7,2.94,3.64,3.91
12/18/2013,0.13,0.64,2.89,3.63,3.9
12/17/2013,0.14,0.65,2.85,3.6,3.88
12/16/2013,0.13,0.68,2.89,3.63,3.9
12/13/2013,0.14,0.68,2.88,3.61,3.88
12/12/2013,0.14,0.67,2.89,3.63,3.91
12/11/2013,0.13,0.63,2.86,3.61,3.87
12/10/2013,0.14,0.62,2.81,3.56,3.83
12/09/2013,0.13,0.64,2.86,3.61,3.88
12/06/2013,0.13,0.64,2.88,3.63,3.9
12/05/2013,0.13,0.61,2.88,3.65,3.92
12/04/2013,0.14,0.6,2.84,3.63,3.9
12/03/2013,0.13,0.58,2.79,3.56,3.84
12/02/2013,0.13,0.59,2.81,3.58,3.86
11/29/2013,0.13,0.56,2.75,3.54,3.82
11/27/2013,0.13,0.55,2.74,3.52,3.81
11/26/2013,0.13,0.55,2.71,3.5,3.8
11/25/2013,0.14,0.57,2.74,3.53,3.83
11/22/2013,0.12,0.57,2.75,3.54,3.84
11/21/2013,0.12,0.55,2.79,3.59,3.89
11/20/2013,0.12,0.57,2.8,3.61,3.9
11/19/2013,0.14,0.58,2.71,3.5,3.8
11/18/2013,0.13,0.56,2.67,3.46,3.76
11/15/2013,0.13,0.58,2.71,3.5,3.8
11/14/2013,0.13,0.56,2.69,3.49,3.79
11/13/2013,0.13,0.61,2.75,3.54,3.83
11/12/2013,0.13,0.65,2.8,3.57,3.86
11/08/2013,0.12,0.62,2.77,3.55,3.84
11/07/2013,0.11,0.55,2.63,3.41,3.71
11/06/2013,0.11,0.58,2.67,3.46,3.77
11/05/2013,0.1,0.6,2.69,3.46,3.76
11/04/2013,0.09,0.6,2.63,3.4,3.7
11/01/2013,0.1,0.61,2.65,3.4,3.69
10/31/2013,0.1,0.57,2.57,3.33,3.63
10/30/2013,0.11,0.58,2.55,3.33,3.63
10/29/2013,0.11,0.59,2.53,3.31,3.62
10/28/2013,0.11,0.59,2.54,3.31,3.61
10/25/2013,0.11,0.59,2.53,3.3,3.6
10/24/2013,0.12,0.59,2.53,3.3,3.61
10/23/2013,0.11,0.6,2.51,3.29,3.59
10/22/2013,0.1,0.59,2.54,3.31,3.61
10/21/2013,0.11,0.63,2.63,3.39,3.68
10/18/2013,0.12,0.62,2.6,3.36,3.65
10/17/2013,0.13,0.61,2.61,3.36,3.66
10/16/2013,0.15,0.64,2.69,3.43,3.72
10/15/2013,0.16,0.68,2.75,3.5,3.78
10/11/2013,0.14,0.66,2.7,3.45,3.74
10/10/2013,0.14,0.68,2.71,3.46,3.75
10/09/2013,0.15,0.68,2.68,3.43,3.73
10/08/2013,0.15,0.7,2.66,3.41,3.7
10/07/2013,0.12,0.66,2.65,3.41,3.7
10/04/2013,0.11,0.66,2.66,3.43,3.73
10/03/2013,0.11,0.61,2.62,3.4,3.71
10/02/2013,0.11,0.62,2.63,3.41,3.7
10/01/2013,0.1,0.66,2.66,3.43,3.72
09/30/2013,0.1,0.63,2.64,3.41,3.69
09/27/2013,0.1,0.64,2.64,3.4,3.68
09/26/2013,0.09,0.67,2.66,3.41,3.69
09/25/2013,0.1,0.66,2.63,3.37,3.65
09/24/2013,0.1,0.67,2.67,3.4,3.67
09/23/2013,0.1,0.68,2.72,3.46,3.73
09/20/2013,0.11,0.69,2.75,3.5,3.77
09/19/2013,0.1,0.69,2.76,3.52,3.8
09/18/2013,0.11,0.67,2.69,3.46,3.75
09/17/2013,0.12,0.78,2.86,3.57,3.84
09/16/2013,0.13,0.8,2.88,3.61,3.87
09/13/2013,0.13,0.87,2.9,3.59,3.84
09/12/2013,0.13,0.87,2.92,3.6,3.85
09/11/2013,0.12,0.88,2.93,3.61,3.85
09/10/2013,0.13,0.92,2.96,3.65,3.88
09/09/2013,0.12,0.87,2.9,3.6,3.84
09/06/2013,0.14,0.91,2.94,3.62,3.87
09/05/2013,0.16,0.97,2.98,3.64,3.88
09/04/2013,0.14,0.89,2.9,3.56,3.8
09/03/2013,0.14,0.83,2.86,3.54,3.79
08/30/2013,0.13,0.79,2.78,3.46,3.7
08/29/2013,0.14,0.79,2.75,3.45,3.7
08/28/2013,0.14,0.79,2.78,3.5,3.75
08/27/2013,0.12,0.77,2.72,3.45,3.7
08/26/2013,0.13,0.79,2.79,3.52,3.77
08/23/2013,0.14,0.8,2.82,3.55,3.8
08/22/2013,0.14,0.82,2.9,3.63,3.88
08/21/2013,0.14,0.76,2.87,3.64,3.9
08/20/2013,0.13,0.73,2.82,3.59,3.86
08/19/2013,0.13,0.76,2.88,3.64,3.89
08/16/2013,0.13,0.73,2.84,3.61,3.86
08/15/2013,0.13,0.7,2.77,3.54,3.81
08/14/2013,0.12,0.67,2.71,3.48,3.75
08/13/2013,0.12,0.68,2.71,3.48,3.75
08/12/2013,0.12,0.62,2.61,3.39,3.67
08/09/2013,0.11,0.61,2.57,3.36,3.63
08/08/2013,0.12,0.61,2.58,3.37,3.65
08/07/2013,0.12,0.61,2.61,3.37,3.68
08/06/2013,0.12,0.62,2.67,3.42,3.73
08/05/2013,0.12,0.61,2.67,3.42,3.73
08/02/2013,0.11,0.59,2.63,3.39,3.69
08/01/2013,0.13,0.65,2.74,3.48,3.77
07/31/2013,0.11,0.61,2.6,3.34,3.64
07/30/2013,0.11,0.62,2.63,3.36,3.67
07/29/2013,0.11,0.61,2.61,3.35,3.66
07/26/2013,0.11,0.59,2.58,3.31,3.61
07/25/2013,0.12,0.62,2.61,3.34,3.65
07/24/2013,0.12,0.64,2.61,3.34,3.65
07/23/2013,0.12,0.6,2.53,3.27,3.58
07/22/2013,0.1,0.59,2.5,3.25,3.55
07/19/2013,0.11,0.59,2.5,3.25,3.56
07/18/2013,0.11,0.61,2.56,3.32,3.63
07/17/2013,0.11,0.6,2.52,3.27,3.57
07/16/2013,0.1,0.64,2.55,3.28,3.58
07/15/2013,0.11,0.66,2.57,3.3,3.61
07/12/2013,0.12,0.66,2.61,3.34,3.64
07/11/2013,0.13,0.65,2.6,3.33,3.64
07/10/2013,0.13,0.73,2.7,3.4,3.68
07/09/2013,0.14,0.71,2.65,3.36,3.64
07/08/2013,0.14,0.71,2.65,3.35,3.63
07/05/2013,0.15,0.77,2.73,3.41,3.68
07/03/2013,0.14,0.67,2.52,3.22,3.49
07/02/2013,0.14,0.64,2.48,3.18,3.47
07/01/2013,0.15,0.65,2.5,3.19,3.48
06/28/2013,0.15,0.66,2.52,3.22,3.52
06/27/2013,0.15,0.66,2.49,3.22,3.54
06/26/2013,0.16,0.69,2.55,3.27,3.58
06/25/2013,0.17,0.74,2.6,3.31,3.6
06/24/2013,0.16,0.73,2.57,3.27,3.56
06/21/2013,0.13,0.7,2.52,3.26,3.56
06/20/2013,0.14,0.62,2.41,3.18,3.49
06/19/2013,0.13,0.58,2.33,3.09,3.41
06/18/2013,0.13,0.48,2.2,3.0,3.34
06/17/2013,0.13,0.49,2.19,3.01,3.35
06/14/2013,0.13,0.49,2.14,2.95,3.28
06/13/2013,0.14,0.55,2.19,2.99,3.33
06/12/2013,0.14,0.57,2.25,3.04,3.37
06/11/2013,0.14,0.57,2.2,3.0,3.33
06/10/2013,0.14,0.55,2.22,3.03,3.36
06/07/2013,0.14,0.52,2.17,2.98,3.33
06/06/2013,0.14,0.48,2.08,2.89,3.23
06/05/2013,0.14,0.48,2.1,2.9,3.25
06/04/2013,0.14,0.48,2.14,2.95,3.3
06/03/2013,0.14,0.5,2.13,2.92,3.27
05/31/2013,0.14,0.52,2.16,2.95,3.3
05/30/2013,0.13,0.49,2.13,2.92,3.28
05/29/2013,0.14,0.49,2.13,2.91,3.27
05/28/2013,0.13,0.49,2.15,2.95,3.31
05/24/2013,0.12,0.41,2.01,2.8,3.18
05/23/2013,0.12,0.42,2.02,2.82,3.2
05/22/2013,0.11,0.41,2.03,2.83,3.21
05/21/2013,0.12,0.39,1.94,2.75,3.14
05/20/2013,0.12,0.4,1.97,2.79,3.18
05/17/2013,0.12,0.4,1.95,2.77,3.17
05/16/2013,0.12,0.37,1.87,2.69,3.09
05/15/2013,0.12,0.4,1.94,2.76,3.16
05/14/2013,0.12,0.41,1.96,2.77,3.17
05/13/2013,0.13,0.4,1.92,2.73,3.13
05/10/2013,0.11,0.38,1.9,2.7,3.1
05/09/2013,0.11,0.35,1.81,2.6,3.01
05/08/2013,0.11,0.35,1.81,2.61,2.99
05/07/2013,0.1,0.35,1.82,2.62,3.0
05/06/2013,0.11,0.34,1.8,2.6,2.98
05/03/2013,0.11,0.34,1.78,2.58,2.96
05/02/2013,0.11,0.3,1.66,2.44,2.82
05/01/2013,0.11,0.3,1.66,2.44,2.83
04/30/2013,0.11,0.32,1.7,2.49,2.88
04/29/2013,0.12,0.32,1.7,2.49,2.88
04/26/2013,0.12,0.32,1.7,2.47,2.87
04/25/2013,0.12,0.35,1.74,2.52,2.91
04/24/2013,0.13,0.34,1.73,2.5,2.89
04/23/2013,0.12,0.35,1.74,2.52,2.9
04/22/2013,0.12,0.35,1.72,2.5,2.88
04/19/2013,0.12,0.35,1.73,2.5,2.88
04/18/2013,0.12,0.35,1.72,2.49,2.87
04/17/2013,0.13,0.35,1.73,2.51,2.89
04/16/2013,0.13,0.33,1.75,2.53,2.91
04/15/2013,0.12,0.32,1.72,2.5,2.88
04/12/2013,0.11,0.33,1.75,2.54,2.92
04/11/2013,0.12,0.35,1.82,2.62,3.01
04/10/2013,0.12,0.36,1.84,2.63,3.01
04/09/2013,0.13,0.34,1.78,2.57,2.94
04/08/2013,0.13,0.34,1.76,2.54,2.91
04/05/2013,0.13,0.33,1.72,2.5,2.87
04/04/2013,0.13,0.33,1.78,2.6,2.99
04/03/2013,0.13,0.34,1.83,2.66,3.05
04/02/2013,0.14,0.36,1.88,2.72,3.1
04/01/2013,0.14,0.36,1.86,2.7,3.08
03/28/2013,0.14,0.36,1.87,2.71,3.1
03/27/2013,0.14,0.36,1.87,2.71,3.09
03/26/2013,0.14,0.38,1.92,2.75,3.13
03/25/2013,0.14,0.38,1.93,2.76,3.14
03/22/2013,0.14,0.39,1.93,2.75,3.13
03/21/2013,0.14,0.38,1.95,2.77,3.15
03/20/2013,0.15,0.38,1.96,2.8,3.19
03/19/2013,0.15,0.37,1.92,2.75,3.13
03/18/2013,0.15,0.38,1.96,2.79,3.18
03/15/2013,0.14,0.4,2.01,2.85,3.22
03/14/2013,0.15,0.42,2.04,2.87,3.25
03/13/2013,0.15,0.42,2.04,2.85,3.22
03/12/2013,0.15,0.41,2.03,2.85,3.22
03/11/2013,0.15,0.43,2.07,2.89,3.26
03/08/2013,0.15,0.42,2.06,2.89,3.25
03/07/2013,0.15,0.4,2.0,2.82,3.2
03/06/2013,0.15,0.38,1.95,2.77,3.15
03/05/2013,0.15,0.36,1.9,2.72,3.1
03/04/2013,0.16,0.35,1.88,2.7,3.08
03/01/2013,0.16,0.35,1.86,2.68,3.06
