Date,1 Yr,3 Yr,10 Yr,20 Yr,30 Yr
12/31/2007,3.34,3.07,4.04,4.5,4.45
12/28/2007,3.34,3.13,4.11,4.56,4.51
12/27/2007,3.37,3.23,4.21,4.66,4.61
12/26/2007,3.49,3.32,4.3,4.73,4.68
12/24/2007,3.46,3.25,4.23,4.67,4.62
12/21/2007,3.31,3.2,4.18,4.62,4.58
12/20/2007,3.2,3.09,4.04,4.5,4.46
12/19/2007,3.26,3.13,4.06,4.52,4.47
12/18/2007,3.31,3.2,4.14,4.6,4.55
12/17/2007,3.34,3.25,4.2,4.67,4.62
12/14/2007,3.28,3.32,4.24,4.71,4.66
12/13/2007,3.22,3.22,4.18,4.66,4.61
12/12/2007,3.16,3.12,4.05,4.55,4.51
12/11/2007,3.09,2.99,3.98,4.51,4.47
12/10/2007,3.26,3.19,4.15,4.64,4.6
12/07/2007,3.24,3.15,4.12,4.62,4.58
12/06/2007,3.2,3.03,4.02,4.52,4.49
12/05/2007,3.13,2.91,3.92,4.42,4.39
12/04/2007,3.11,2.92,3.89,4.38,4.34
12/03/2007,3.15,2.93,3.89,4.38,4.34
11/30/2007,3.26,3.09,3.97,4.44,4.4
11/29/2007,3.22,3.11,3.94,4.39,4.35
11/28/2007,3.31,3.21,4.03,4.46,4.41
11/27/2007,3.26,3.04,3.95,4.4,4.36
11/26/2007,3.2,2.93,3.83,4.29,4.26
11/23/2007,3.28,3.1,4.01,4.46,4.43
11/21/2007,3.18,3.03,4.0,4.49,4.46
11/20/2007,3.32,3.15,4.06,4.51,4.49
11/19/2007,3.43,3.16,4.07,4.5,4.47
11/16/2007,3.49,3.3,4.15,4.56,4.52
11/15/2007,3.49,3.35,4.17,4.58,4.54
11/14/2007,3.65,3.53,4.28,4.65,4.61
11/13/2007,3.68,3.52,4.26,4.64,4.61
11/09/2007,3.57,3.44,4.23,4.64,4.61
11/08/2007,3.61,3.46,4.28,4.7,4.67
11/07/2007,3.71,3.6,4.34,4.71,4.67
11/06/2007,3.83,3.73,4.38,4.7,4.66
11/05/2007,3.86,3.71,4.35,4.67,4.63
11/02/2007,3.74,3.68,4.31,4.65,4.61
11/01/2007,3.89,3.8,4.36,4.69,4.64
10/31/2007,4.04,3.94,4.48,4.79,4.74
10/30/2007,3.98,3.85,4.4,4.72,4.68
10/29/2007,4.0,3.84,4.39,4.71,4.66
10/26/2007,3.96,3.79,4.41,4.73,4.68
10/25/2007,3.93,3.78,4.37,4.7,4.66
10/24/2007,3.91,3.79,4.36,4.69,4.64
10/23/2007,4.01,3.86,4.41,4.74,4.69
10/22/2007,4.05,3.88,4.42,4.73,4.68
10/19/2007,3.98,3.85,4.41,4.74,4.68
10/18/2007,4.03,3.98,4.52,4.84,4.78
10/17/2007,4.11,4.04,4.57,4.88,4.82
10/16/2007,4.26,4.17,4.66,4.97,4.9
10/15/2007,4.33,4.25,4.69,4.98,4.91
10/12/2007,4.28,4.27,4.7,4.98,4.91
10/11/2007,4.22,4.18,4.66,4.95,4.87
10/10/2007,4.23,4.21,4.65,4.93,4.86
10/09/2007,4.23,4.21,4.67,4.93,4.87
10/05/2007,4.16,4.16,4.65,4.94,4.87
10/04/2007,4.1,4.06,4.54,4.83,4.77
10/03/2007,4.11,4.07,4.55,4.85,4.79
10/02/2007,4.1,4.01,4.54,4.83,4.77
10/01/2007,4.11,4.05,4.56,4.85,4.79
09/28/2007,4.05,4.03,4.59,4.89,4.83
09/27/2007,4.03,4.02,4.58,4.89,4.84
09/26/2007,4.03,4.07,4.63,4.95,4.9
09/25/2007,4.04,4.09,4.63,4.94,4.89
09/24/2007,4.09,4.14,4.63,4.94,4.88
09/21/2007,4.09,4.15,4.64,4.95,4.89
09/20/2007,4.1,4.19,4.69,4.99,4.96
09/19/2007,4.06,4.06,4.53,4.86,4.83
09/18/2007,4.08,4.04,4.5,4.81,4.77
09/17/2007,4.23,4.11,4.48,4.76,4.72
09/14/2007,4.16,4.07,4.47,4.77,4.72
09/13/2007,4.2,4.11,4.49,4.79,4.75
09/12/2007,4.12,3.99,4.41,4.72,4.68
09/11/2007,4.16,3.97,4.37,4.68,4.65
09/10/2007,4.09,3.89,4.34,4.68,4.65
09/07/2007,4.1,3.92,4.38,4.73,4.7
09/06/2007,4.3,4.09,4.51,4.84,4.79
09/05/2007,4.28,4.05,4.48,4.82,4.78
09/04/2007,4.39,4.16,4.56,4.88,4.84
08/31/2007,4.19,4.16,4.54,4.87,4.83
08/30/2007,4.17,4.14,4.51,4.87,4.83
08/29/2007,4.24,4.19,4.57,4.93,4.88
08/28/2007,4.36,4.14,4.53,4.9,4.86
08/27/2007,4.55,4.28,4.6,4.92,4.87
08/24/2007,4.31,4.31,4.63,4.95,4.88
08/23/2007,4.19,4.24,4.62,4.98,4.93
08/22/2007,4.1,4.19,4.63,5.01,4.96
08/21/2007,4.07,4.12,4.6,5.0,4.95
08/20/2007,4.15,4.19,4.64,5.04,4.98
08/17/2007,4.19,4.25,4.68,5.06,5.0
08/16/2007,4.18,4.15,4.6,4.99,4.92
08/15/2007,4.41,4.31,4.69,5.07,5.0
08/14/2007,4.67,4.42,4.73,5.06,4.99
08/13/2007,4.75,4.49,4.78,5.09,5.01
08/10/2007,4.69,4.51,4.81,5.11,5.03
08/09/2007,4.74,4.51,4.79,5.1,5.02
08/08/2007,4.89,4.64,4.84,5.11,5.01
08/07/2007,4.84,4.55,4.77,5.01,4.92
08/06/2007,4.76,4.45,4.72,4.98,4.89
08/03/2007,4.76,4.45,4.71,4.96,4.87
08/02/2007,4.83,4.57,4.77,5.0,4.91
08/01/2007,4.82,4.53,4.76,4.99,4.9
07/31/2007,4.85,4.55,4.78,5.0,4.92
07/30/2007,4.87,4.57,4.82,5.05,4.97
07/27/2007,4.82,4.53,4.8,5.03,4.95
07/26/2007,4.83,4.54,4.79,5.02,4.95
