Date,1 Yr,3 Yr,10 Yr,30 Yr
12/31/2008,0.37,1.0,2.25,2.69
12/30/2008,0.34,0.94,2.11,2.58
12/29/2008,0.36,0.96,2.13,2.63
12/26/2008,0.38,1.08,2.16,2.61
12/24/2008,0.4,1.14,2.2,2.63
12/23/2008,0.41,1.13,2.18,2.63
12/22/2008,0.4,1.12,2.16,2.6
12/19/2008,0.44,1.02,2.13,2.55
12/18/2008,0.43,0.92,2.08,2.53
12/17/2008,0.45,0.98,2.2,2.66
12/16/2008,0.45,0.88,2.37,2.86
12/15/2008,0.5,1.02,2.53,2.98
12/12/2008,0.5,1.05,2.6,3.07
12/11/2008,0.51,1.11,2.64,3.07
12/10/2008,0.49,1.21,2.69,3.09
12/09/2008,0.49,1.15,2.67,3.06
12/08/2008,0.53,1.27,2.77,3.16
12/05/2008,0.54,1.19,2.67,3.11
12/04/2008,0.61,1.02,2.55,3.06
12/03/2008,0.7,1.07,2.67,3.17
12/02/2008,0.77,1.12,2.68,3.18
12/01/2008,0.81,1.16,2.72,3.22
11/28/2008,0.9,1.27,2.93,3.45
11/26/2008,0.93,1.38,2.99,3.54
11/25/2008,0.95,1.41,3.11,3.63
11/24/2008,0.95,1.53,3.35,3.78
11/21/2008,0.83,1.35,3.2,3.7
11/20/2008,0.87,1.2,3.1,3.64
11/19/2008,0.97,1.36,3.38,3.96
11/18/2008,1.05,1.44,3.53,4.14
11/17/2008,1.08,1.53,3.68,4.2
11/14/2008,1.14,1.53,3.72,4.22
11/13/2008,1.16,1.62,3.84,4.34
11/12/2008,1.03,1.6,3.75,4.17
11/10/2008,1.16,1.78,3.82,4.21
11/07/2008,1.2,1.71,3.83,4.25
11/06/2008,1.17,1.63,3.75,4.19
11/05/2008,1.22,1.64,3.73,4.13
11/04/2008,1.28,1.59,3.81,4.2
11/03/2008,1.31,1.69,3.96,4.33
10/31/2008,1.34,1.8,4.01,4.35
10/30/2008,1.36,1.82,4.0,4.3
10/29/2008,1.41,1.79,3.93,4.26
10/28/2008,1.53,1.85,3.89,4.19
10/27/2008,1.57,1.83,3.79,4.12
10/24/2008,1.6,1.8,3.76,4.11
10/23/2008,1.61,1.76,3.63,3.99
10/22/2008,1.64,1.79,3.65,4.07
10/21/2008,1.74,1.86,3.76,4.2
10/20/2008,1.69,2.0,3.91,4.26
10/17/2008,1.34,1.9,3.98,4.32
10/16/2008,1.29,1.9,3.99,4.25
10/15/2008,1.14,1.91,4.04,4.25
10/14/2008,1.22,2.06,4.08,4.27
10/10/2008,1.08,1.87,3.89,4.15
10/09/2008,1.33,1.93,3.84,4.14
10/08/2008,1.28,1.88,3.72,4.09
10/07/2008,1.27,1.69,3.5,4.01
10/06/2008,1.23,1.69,3.48,3.99
10/03/2008,1.41,1.86,3.63,4.11
10/02/2008,1.45,1.91,3.66,4.16
10/01/2008,1.72,2.12,3.77,4.22
09/30/2008,1.78,2.28,3.85,4.31
09/29/2008,1.6,1.96,3.61,4.13
09/26/2008,1.81,2.38,3.85,4.36
09/25/2008,1.97,2.42,3.88,4.4
09/24/2008,1.9,2.26,3.8,4.4
09/23/2008,2.01,2.4,3.85,4.43
09/22/2008,2.06,2.41,3.83,4.41
09/19/2008,2.05,2.42,3.78,4.36
09/18/2008,1.53,2.05,3.54,4.14
09/17/2008,1.5,1.91,3.41,4.08
09/16/2008,1.72,2.12,3.48,4.08
09/15/2008,1.66,2.01,3.47,4.12
09/12/2008,2.02,2.45,3.74,4.32
09/11/2008,2.01,2.38,3.64,4.2
09/10/2008,2.06,2.42,3.65,4.23
09/09/2008,2.06,2.43,3.62,4.2
09/08/2008,2.12,2.49,3.66,4.26
09/05/2008,2.07,2.44,3.66,4.27
09/04/2008,2.04,2.41,3.64,4.27
09/03/2008,2.08,2.48,3.71,4.32
09/02/2008,2.12,2.51,3.74,4.36
08/29/2008,2.17,2.6,3.83,4.43
08/28/2008,2.19,2.62,3.79,4.38
08/27/2008,2.16,2.58,3.77,4.38
08/26/2008,2.19,2.64,3.79,4.4
08/25/2008,2.12,2.62,3.79,4.4
08/22/2008,2.17,2.7,3.87,4.46
08/21/2008,2.1,2.62,3.84,4.46
08/20/2008,2.06,2.54,3.79,4.43
08/19/2008,2.11,2.61,3.83,4.47
08/18/2008,2.15,2.62,3.82,4.44
08/15/2008,2.12,2.67,3.84,4.47
08/14/2008,2.14,2.72,3.89,4.52
08/13/2008,2.19,2.77,3.94,4.57
08/12/2008,2.18,2.73,3.91,4.55
08/11/2008,2.27,2.84,3.99,4.61
08/08/2008,2.19,2.8,3.94,4.55
08/07/2008,2.17,2.72,3.92,4.56
08/06/2008,2.26,2.85,4.06,4.68
08/05/2008,2.26,2.83,4.04,4.63
08/04/2008,2.27,2.81,3.98,4.58
08/01/2008,2.25,2.79,3.97,4.57
07/31/2008,2.27,2.81,3.99,4.59
07/30/2008,2.33,2.93,4.07,4.64
07/29/2008,2.36,2.95,4.09,4.64
07/28/2008,2.28,2.9,4.06,4.63
07/25/2008,2.35,3.01,4.13,4.69
07/24/2008,2.26,2.92,4.03,4.6
07/23/2008,2.4,3.1,4.16,4.69
07/22/2008,2.33,3.05,4.14,4.67
07/21/2008,2.3,2.97,4.09,4.64
07/18/2008,2.26,2.97,4.11,4.66
07/17/2008,2.26,2.89,4.07,4.65
07/16/2008,2.16,2.75,3.97,4.59
07/15/2008,2.15,2.7,3.87,4.48
07/14/2008,2.23,2.79,3.9,4.47
07/11/2008,2.3,2.88,3.96,4.52
07/10/2008,2.2,2.72,3.83,4.42
07/09/2008,2.21,2.71,3.85,4.42
07/08/2008,2.26,2.78,3.91,4.46
07/07/2008,2.26,2.78,3.95,4.51
07/03/2008,2.3,2.82,3.99,4.53
07/02/2008,2.35,2.87,3.99,4.51
07/01/2008,2.38,2.9,4.01,4.55
06/30/2008,2.36,2.91,3.99,4.53
06/27/2008,2.35,2.92,3.99,4.53
06/26/2008,2.39,2.97,4.07,4.62
06/25/2008,2.48,3.11,4.12,4.65
06/24/2008,2.53,3.14,4.1,4.65
06/23/2008,2.57,3.27,4.19,4.71
06/20/2008,2.49,3.17,4.16,4.71
06/19/2008,2.58,3.28,4.22,4.76
06/18/2008,2.53,3.19,4.16,4.72
06/17/2008,2.58,3.25,4.23,4.78
06/16/2008,2.68,3.33,4.25,4.77
06/13/2008,2.64,3.38,4.27,4.79
06/12/2008,2.62,3.35,4.23,4.77
06/11/2008,2.47,3.16,4.1,4.72
06/10/2008,2.53,3.2,4.11,4.7
06/09/2008,2.29,3.03,4.02,4.64
06/06/2008,2.12,2.73,3.94,4.65
06/05/2008,2.15,2.84,4.06,4.75
06/04/2008,2.14,2.78,3.98,4.71
06/03/2008,2.14,2.75,3.92,4.63
06/02/2008,2.17,2.82,3.98,4.68
05/30/2008,2.22,2.93,4.06,4.72
05/29/2008,2.16,2.94,4.08,4.76
05/28/2008,2.21,2.93,4.03,4.71
05/27/2008,2.15,2.82,3.93,4.65
05/23/2008,2.11,2.73,3.85,4.57
05/22/2008,2.15,2.83,3.92,4.63
05/21/2008,2.07,2.68,3.81,4.55
05/20/2008,2.05,2.58,3.78,4.53
05/19/2008,2.07,2.67,3.83,4.56
05/16/2008,2.09,2.71,3.85,4.58
05/15/2008,2.08,2.7,3.83,4.56
05/14/2008,2.11,2.78,3.92,4.63
05/13/2008,2.08,2.7,3.9,4.62
05/12/2008,2.01,2.54,3.78,4.53
05/09/2008,1.91,2.5,3.77,4.53
05/08/2008,1.91,2.47,3.79,4.5
05/07/2008,1.94,2.56,3.87,4.61
05/06/2008,1.96,2.62,3.93,4.64
05/05/2008,1.98,2.62,3.88,4.58
05/02/2008,1.97,2.64,3.89,4.57
05/01/2008,1.94,2.53,3.78,4.49
04/30/2008,1.85,2.49,3.77,4.49
04/29/2008,1.94,2.55,3.85,4.55
04/28/2008,1.95,2.58,3.86,4.57
04/25/2008,1.97,2.64,3.91,4.61
04/24/2008,1.91,2.61,3.87,4.56
04/23/2008,1.83,2.45,3.77,4.49
04/22/2008,1.84,2.43,3.74,4.46
04/21/2008,1.86,2.37,3.75,4.48
04/18/2008,1.85,2.35,3.77,4.51
04/17/2008,1.77,2.31,3.75,4.54
04/16/2008,1.65,2.2,3.72,4.54
04/15/2008,1.56,2.05,3.6,4.42
04/14/2008,1.53,1.97,3.53,4.35
04/11/2008,1.52,1.94,3.49,4.3
04/10/2008,1.61,2.02,3.55,4.34
04/09/2008,1.6,1.95,3.49,4.31
04/08/2008,1.68,2.06,3.58,4.37
04/07/2008,1.72,2.1,3.57,4.36
04/04/2008,1.63,1.98,3.5,4.32
04/03/2008,1.68,2.08,3.61,4.4
04/02/2008,1.67,2.05,3.6,4.38
04/01/2008,1.62,1.94,3.57,4.4
03/31/2008,1.55,1.79,3.45,4.3
03/28/2008,1.56,1.8,3.47,4.33
03/27/2008,1.57,1.88,3.56,4.38
03/26/2008,1.56,1.86,3.51,4.33
03/25/2008,1.64,1.93,3.51,4.3
03/24/2008,1.68,1.99,3.56,4.33
03/20/2008,1.33,1.71,3.34,4.17
03/19/2008,1.33,1.68,3.38,4.22
03/18/2008,1.4,1.74,3.48,4.35
03/17/2008,1.32,1.52,3.34,4.29
03/14/2008,1.37,1.65,3.44,4.35
03/13/2008,1.54,1.84,3.56,4.47
03/12/2008,1.58,1.81,3.49,4.4
03/11/2008,1.67,1.93,3.6,4.53
03/10/2008,1.46,1.67,3.46,4.45
03/07/2008,1.55,1.75,3.56,4.55
03/06/2008,1.59,1.77,3.62,4.57
03/05/2008,1.72,1.91,3.7,4.6
03/04/2008,1.72,1.86,3.63,4.52
03/03/2008,1.74,1.84,3.54,4.42
02/29/2008,1.77,1.87,3.53,4.41
02/28/2008,1.92,2.1,3.71,4.55
02/27/2008,2.02,2.25,3.85,4.65
02/26/2008,2.07,2.32,3.88,4.66
02/25/2008,2.13,2.39,3.91,4.67
02/22/2008,2.08,2.24,3.79,4.58
02/21/2008,2.05,2.23,3.77,4.54
02/20/2008,2.16,2.43,3.93,4.65
02/19/2008,2.11,2.31,3.89,4.66
02/15/2008,2.02,2.15,3.76,4.58
02/14/2008,2.05,2.18,3.85,4.67
02/13/2008,2.03,2.11,3.7,4.52
02/12/2008,2.06,2.13,3.66,4.46
02/11/2008,2.06,2.1,3.62,4.41
02/08/2008,2.05,2.1,3.64,4.43
02/07/2008,2.08,2.21,3.74,4.51
02/06/2008,2.05,2.11,3.61,4.37
02/05/2008,2.06,2.08,3.61,4.33
02/04/2008,2.17,2.23,3.68,4.37
02/01/2008,2.13,2.22,3.62,4.32
01/31/2008,2.11,2.27,3.67,4.35
01/30/2008,2.3,2.44,3.78,4.44
01/29/2008,2.33,2.33,3.69,4.34
01/28/2008,2.3,2.27,3.61,4.29
01/25/2008,2.34,2.28,3.61,4.28
01/24/2008,2.4,2.3,3.68,4.36
01/23/2008,2.19,2.12,3.51,4.23
01/22/2008,2.29,2.12,3.52,4.23
01/18/2008,2.69,2.39,3.66,4.28
01/17/2008,2.81,2.46,3.66,4.25
01/16/2008,2.86,2.55,3.74,4.32
01/15/2008,2.87,2.55,3.72,4.28
01/14/2008,2.9,2.61,3.81,4.37
01/11/2008,2.91,2.61,3.82,4.39
01/10/2008,3.04,2.74,3.91,4.44
01/09/2008,3.04,2.69,3.82,4.32
01/08/2008,3.09,2.76,3.86,4.35
01/07/2008,3.11,2.76,3.86,4.34
01/04/2008,3.06,2.75,3.88,4.36
01/03/2008,3.13,2.85,3.91,4.37
01/02/2008,3.17,2.89,3.91,4.35
