Date,1 Yr,3 Yr,10 Yr,20 Yr,30 Yr
12/29/2017,1.76,1.98,2.4,2.58,2.74
12/28/2017,1.76,2.0,2.43,2.6,2.75
12/27/2017,1.75,1.99,2.42,2.59,2.75
12/26/2017,1.75,2.02,2.47,2.66,2.82
12/22/2017,1.73,2.01,2.48,2.68,2.83
12/21/2017,1.73,2.01,2.48,2.68,2.84
12/20/2017,1.72,1.98,2.49,2.71,2.88
12/19/2017,1.71,1.97,2.46,2.66,2.82
12/18/2017,1.7,1.94,2.39,2.57,2.74
12/15/2017,1.71,1.95,2.35,2.52,2.68
12/14/2017,1.7,1.92,2.35,2.53,2.71
12/13/2017,1.68,1.9,2.36,2.56,2.74
12/12/2017,1.7,1.95,2.4,2.6,2.79
12/11/2017,1.69,1.95,2.39,2.59,2.77
12/08/2017,1.65,1.92,2.38,2.59,2.77
12/07/2017,1.67,1.92,2.37,2.58,2.76
12/06/2017,1.68,1.92,2.33,2.53,2.71
12/05/2017,1.64,1.94,2.36,2.55,2.73
12/04/2017,1.66,1.93,2.37,2.58,2.77
12/01/2017,1.62,1.9,2.37,2.58,2.76
11/30/2017,1.62,1.9,2.42,2.65,2.83
11/29/2017,1.61,1.86,2.37,2.62,2.81
11/28/2017,1.61,1.85,2.34,2.58,2.77
11/27/2017,1.62,1.84,2.32,2.57,2.76
11/24/2017,1.61,1.85,2.34,2.58,2.76
11/22/2017,1.61,1.84,2.32,2.57,2.75
11/21/2017,1.62,1.88,2.36,2.58,2.76
11/20/2017,1.62,1.86,2.37,2.6,2.78
11/17/2017,1.6,1.83,2.35,2.59,2.78
11/16/2017,1.59,1.83,2.37,2.62,2.81
11/15/2017,1.55,1.79,2.33,2.58,2.77
11/14/2017,1.55,1.81,2.38,2.64,2.84
11/13/2017,1.55,1.82,2.4,2.67,2.87
11/10/2017,1.54,1.79,2.4,2.67,2.88
11/09/2017,1.53,1.75,2.33,2.59,2.81
11/08/2017,1.53,1.77,2.32,2.57,2.79
11/07/2017,1.49,1.75,2.32,2.56,2.77
11/06/2017,1.5,1.73,2.32,2.58,2.8
11/03/2017,1.49,1.74,2.34,2.59,2.82
11/02/2017,1.46,1.73,2.35,2.61,2.83
11/01/2017,1.46,1.74,2.37,2.63,2.85
10/31/2017,1.43,1.73,2.38,2.66,2.88
10/30/2017,1.42,1.71,2.37,2.66,2.88
10/27/2017,1.42,1.73,2.42,2.71,2.93
10/26/2017,1.43,1.76,2.46,2.74,2.96
10/25/2017,1.43,1.74,2.44,2.72,2.95
10/24/2017,1.43,1.73,2.42,2.7,2.92
10/23/2017,1.42,1.7,2.38,2.66,2.89
10/20/2017,1.43,1.72,2.39,2.67,2.89
10/19/2017,1.41,1.69,2.33,2.6,2.83
10/18/2017,1.42,1.7,2.34,2.62,2.85
10/17/2017,1.41,1.69,2.3,2.58,2.8
10/16/2017,1.42,1.68,2.3,2.58,2.82
10/13/2017,1.39,1.64,2.28,2.58,2.81
10/12/2017,1.41,1.66,2.33,2.62,2.86
10/11/2017,1.4,1.66,2.35,2.64,2.88
10/10/2017,1.42,1.64,2.35,2.65,2.88
10/06/2017,1.35,1.66,2.37,2.68,2.91
10/05/2017,1.35,1.63,2.35,2.65,2.89
10/04/2017,1.33,1.62,2.33,2.64,2.87
10/03/2017,1.32,1.62,2.33,2.63,2.87
10/02/2017,1.31,1.63,2.34,2.64,2.87
09/29/2017,1.31,1.62,2.33,2.63,2.86
09/28/2017,1.31,1.59,2.31,2.63,2.87
09/27/2017,1.33,1.6,2.31,2.62,2.86
09/26/2017,1.31,1.57,2.24,2.54,2.78
09/25/2017,1.3,1.56,2.22,2.53,2.76
09/22/2017,1.3,1.58,2.26,2.57,2.8
09/21/2017,1.31,1.59,2.27,2.57,2.8
09/20/2017,1.32,1.6,2.28,2.59,2.82
09/19/2017,1.31,1.55,2.24,2.57,2.81
09/18/2017,1.3,1.54,2.23,2.56,2.8
09/15/2017,1.3,1.53,2.2,2.52,2.77
09/14/2017,1.28,1.5,2.2,2.52,2.77
09/13/2017,1.27,1.48,2.2,2.53,2.79
09/12/2017,1.27,1.46,2.17,2.52,2.78
09/11/2017,1.24,1.44,2.14,2.49,2.75
09/08/2017,1.22,1.39,2.06,2.41,2.67
09/07/2017,1.21,1.38,2.05,2.4,2.66
09/06/2017,1.24,1.42,2.1,2.46,2.72
09/05/2017,1.23,1.4,2.07,2.43,2.69
09/01/2017,1.24,1.46,2.16,2.51,2.77
08/31/2017,1.23,1.44,2.12,2.47,2.73
08/30/2017,1.23,1.44,2.15,2.49,2.75
08/29/2017,1.23,1.43,2.13,2.48,2.74
08/28/2017,1.24,1.46,2.16,2.51,2.76
08/25/2017,1.23,1.47,2.17,2.51,2.75
08/24/2017,1.23,1.47,2.19,2.53,2.77
08/23/2017,1.22,1.45,2.17,2.51,2.75
08/22/2017,1.24,1.48,2.22,2.55,2.79
08/21/2017,1.23,1.46,2.18,2.52,2.77
08/18/2017,1.24,1.47,2.19,2.54,2.78
08/17/2017,1.24,1.46,2.19,2.54,2.78
08/16/2017,1.24,1.49,2.23,2.58,2.81
08/15/2017,1.23,1.51,2.27,2.6,2.84
08/14/2017,1.23,1.48,2.22,2.57,2.81
08/11/2017,1.21,1.43,2.19,2.55,2.79
08/10/2017,1.22,1.49,2.2,2.55,2.79
08/09/2017,1.21,1.5,2.24,2.59,2.82
