Date,1 Yr,3 Yr,10 Yr,20 Yr,30 Yr
12/31/1998,4.53,4.55,4.65,5.39,5.09
12/30/1998,4.54,4.55,4.65,5.4,5.09
12/29/1998,4.62,4.6,4.71,5.41,5.12
12/28/1998,4.65,4.71,4.78,5.47,5.17
12/24/1998,4.72,4.76,4.86,5.55,5.23
12/23/1998,4.69,4.71,4.81,5.51,5.2
12/22/1998,4.56,4.56,4.7,5.45,5.13
12/21/1998,4.53,4.52,4.64,5.38,5.07
12/18/1998,4.48,4.43,4.58,5.32,5.01
12/17/1998,4.45,4.39,4.58,5.32,5.01
12/16/1998,4.44,4.38,4.58,5.33,5.01
12/15/1998,4.49,4.44,4.62,5.34,5.03
12/14/1998,4.47,4.39,4.58,5.3,4.99
12/11/1998,4.49,4.42,4.61,5.31,5.02
12/10/1998,4.45,4.37,4.53,5.24,4.95
12/09/1998,4.46,4.4,4.56,5.25,4.97
12/08/1998,4.49,4.43,4.6,5.29,5.0
12/07/1998,4.58,4.51,4.69,5.36,5.05
12/04/1998,4.49,4.43,4.62,5.34,5.05
12/03/1998,4.41,4.33,4.58,5.29,5.02
12/02/1998,4.41,4.34,4.59,5.28,5.03
12/01/1998,4.46,4.44,4.67,5.32,5.06
11/30/1998,4.53,4.54,4.74,5.33,5.08
11/27/1998,4.59,4.63,4.81,5.42,5.16
11/25/1998,4.6,4.64,4.83,5.45,5.19
11/24/1998,4.6,4.66,4.85,5.47,5.23
11/23/1998,4.57,4.61,4.84,5.49,5.25
11/20/1998,4.56,4.62,4.82,5.44,5.22
11/19/1998,4.55,4.64,4.85,5.45,5.25
11/18/1998,4.53,4.61,4.85,5.44,5.25
11/17/1998,4.52,4.58,4.87,5.51,5.3
11/16/1998,4.55,4.57,4.85,5.47,5.28
11/13/1998,4.52,4.56,4.82,5.46,5.26
11/12/1998,4.5,4.52,4.77,5.46,5.25
11/10/1998,4.53,4.57,4.81,5.48,5.27
11/09/1998,4.54,4.63,4.88,5.51,5.28
11/06/1998,4.64,4.65,4.93,5.63,5.37
11/05/1998,4.53,4.55,4.82,5.55,5.29
11/04/1998,4.46,4.53,4.83,5.56,5.34
11/03/1998,4.33,4.37,4.78,5.46,5.22
11/02/1998,4.33,4.39,4.77,5.49,5.23
10/30/1998,4.18,4.24,4.64,5.38,5.15
10/29/1998,4.08,4.12,4.54,5.31,5.09
10/28/1998,4.07,4.15,4.6,5.34,5.13
10/27/1998,4.04,4.2,4.63,5.33,5.08
10/26/1998,4.13,4.3,4.73,5.38,5.13
10/23/1998,4.07,4.24,4.7,5.47,5.16
10/22/1998,4.04,4.18,4.62,5.46,5.13
10/21/1998,4.02,4.17,4.59,5.41,5.08
10/20/1998,3.98,4.12,4.57,5.42,5.06
10/19/1998,3.92,4.04,4.47,5.32,4.98
10/16/1998,3.86,4.04,4.44,5.3,4.96
10/15/1998,4.25,4.27,4.58,5.4,5.02
10/14/1998,4.19,4.25,4.58,5.38,5.0
