Date,1 Yr,3 Yr,10 Yr,20 Yr,30 Yr
12/31/2010,0.29,1.02,3.3,4.13,4.34
12/30/2010,0.29,1.07,3.38,4.21,4.43
12/29/2010,0.3,1.05,3.35,4.19,4.41
12/28/2010,0.31,1.17,3.5,4.33,4.53
12/27/2010,0.32,1.11,3.36,4.2,4.42
12/23/2010,0.3,1.1,3.41,4.26,4.47
12/22/2010,0.3,1.05,3.36,4.23,4.45
12/21/2010,0.3,1.02,3.35,4.21,4.44
12/20/2010,0.3,1.01,3.36,4.21,4.44
12/17/2010,0.3,0.99,3.33,4.19,4.41
12/16/2010,0.31,1.05,3.47,4.32,4.57
12/15/2010,0.3,1.08,3.53,4.37,4.59
12/14/2010,0.3,1.06,3.49,4.32,4.54
12/13/2010,0.29,0.98,3.29,4.15,4.39
12/10/2010,0.29,1.03,3.32,4.19,4.43
12/09/2010,0.3,0.99,3.23,4.15,4.41
12/08/2010,0.3,0.97,3.26,4.18,4.45
12/07/2010,0.28,0.87,3.15,4.11,4.39
12/06/2010,0.26,0.73,2.95,3.94,4.25
12/03/2010,0.26,0.8,3.03,4.01,4.32
12/02/2010,0.29,0.86,3.01,3.97,4.27
12/01/2010,0.28,0.84,2.97,3.95,4.24
11/30/2010,0.27,0.72,2.81,3.8,4.12
11/29/2010,0.28,0.77,2.84,3.83,4.16
11/26/2010,0.28,0.78,2.87,3.88,4.21
11/24/2010,0.28,0.81,2.93,3.96,4.29
11/23/2010,0.26,0.69,2.77,3.82,4.18
11/22/2010,0.26,0.72,2.8,3.85,4.2
11/19/2010,0.27,0.78,2.88,3.91,4.25
11/18/2010,0.26,0.77,2.9,3.95,4.29
11/17/2010,0.26,0.77,2.89,3.95,4.31
11/16/2010,0.27,0.79,2.85,3.9,4.26
11/15/2010,0.29,0.81,2.92,4.01,4.38
11/12/2010,0.27,0.73,2.76,3.88,4.26
11/10/2010,0.24,0.63,2.65,3.83,4.25
11/09/2010,0.24,0.66,2.72,3.83,4.25
11/08/2010,0.22,0.59,2.6,3.7,4.12
11/05/2010,0.22,0.51,2.58,3.69,4.12
11/04/2010,0.21,0.45,2.53,3.62,4.04
11/03/2010,0.22,0.49,2.67,3.71,4.09
11/02/2010,0.22,0.51,2.63,3.58,3.93
11/01/2010,0.22,0.5,2.66,3.66,4.01
10/29/2010,0.22,0.51,2.63,3.64,3.99
10/28/2010,0.23,0.56,2.69,3.7,4.05
10/27/2010,0.23,0.64,2.75,3.72,4.06
10/26/2010,0.23,0.59,2.67,3.66,4.0
10/25/2010,0.23,0.55,2.59,3.56,3.91
10/22/2010,0.21,0.54,2.59,3.59,3.94
10/21/2010,0.22,0.52,2.57,3.59,3.95
10/20/2010,0.22,0.52,2.51,3.53,3.89
10/19/2010,0.22,0.54,2.5,3.53,3.9
10/18/2010,0.23,0.55,2.52,3.57,3.93
10/15/2010,0.22,0.59,2.59,3.62,3.98
10/14/2010,0.22,0.6,2.52,3.54,3.91
10/13/2010,0.22,0.57,2.46,3.48,3.84
10/12/2010,0.21,0.59,2.44,3.44,3.8
10/11/2010,,,,,
10/08/2010,0.21,0.54,2.41,3.39,3.75
