Date,1 Yr,3 Yr,10 Yr,30 Yr
06/13/1996,5.85,6.56,7.01,7.15
06/12/1996,5.88,6.59,7.03,7.18
06/11/1996,5.87,6.56,6.99,7.13
06/10/1996,5.88,6.58,6.97,7.1
06/07/1996,5.86,6.56,6.93,7.05
06/06/1996,5.71,6.32,6.76,6.91
06/05/1996,5.76,6.43,6.82,6.96
06/04/1996,5.78,6.44,6.86,7.0
06/03/1996,5.78,6.43,6.87,7.01
05/31/1996,5.77,6.44,6.85,7.0
05/30/1996,5.71,6.36,6.78,6.92
05/29/1996,5.7,6.33,6.77,6.94
05/28/1996,5.63,6.23,6.67,6.85
05/24/1996,5.61,6.2,6.65,6.84
05/23/1996,5.63,6.23,6.68,6.87
05/22/1996,5.56,6.19,6.63,6.81
05/21/1996,5.57,6.19,6.65,6.85
05/20/1996,5.56,6.18,6.62,6.82
05/17/1996,5.58,6.2,6.65,6.84
05/16/1996,5.6,6.25,6.7,6.9
05/15/1996,5.58,6.18,6.65,6.84
05/14/1996,5.58,6.19,6.66,6.85
05/13/1996,5.62,6.25,6.72,6.9
05/10/1996,5.62,6.23,6.75,6.93
05/09/1996,5.68,6.35,6.84,7.02
05/08/1996,5.66,6.35,6.78,7.0
05/07/1996,5.71,6.38,6.87,7.08
05/06/1996,5.66,6.34,6.86,7.07
05/03/1996,5.69,6.37,6.9,7.12
05/02/1996,5.69,6.34,6.85,7.05
05/01/1996,5.6,6.19,6.68,6.91
04/30/1996,5.62,6.19,6.66,6.89
04/29/1996,5.57,6.13,6.59,6.83
04/26/1996,5.55,6.08,6.54,6.79
04/25/1996,5.57,6.15,6.56,6.81
04/24/1996,5.51,6.13,6.57,6.81
04/23/1996,5.48,6.1,6.52,6.78
04/22/1996,5.48,6.06,6.48,6.75
04/19/1996,5.5,6.1,6.53,6.8
04/18/1996,5.56,6.18,6.58,6.84
04/17/1996,5.53,6.12,6.52,6.81
04/16/1996,5.48,6.06,6.48,6.78
04/15/1996,5.47,6.07,6.47,6.79
04/12/1996,5.53,6.12,6.52,6.81
04/11/1996,5.65,6.33,6.68,6.95
04/10/1996,5.64,6.24,6.63,6.91
04/09/1996,5.6,6.21,6.56,6.84
04/08/1996,5.67,6.27,6.63,6.88
04/05/1996,5.63,6.22,6.57,6.83
04/04/1996,5.48,5.95,6.33,6.66
04/03/1996,5.46,5.89,6.27,6.63
04/02/1996,5.44,5.86,6.25,6.62
04/01/1996,5.41,5.91,6.31,6.66
03/29/1996,5.41,5.91,6.34,6.67
03/28/1996,5.48,5.99,6.41,6.73
03/27/1996,5.45,5.93,6.34,6.68
03/26/1996,5.38,5.82,6.25,6.59
03/25/1996,5.38,5.81,6.26,6.58
03/22/1996,5.41,5.85,6.32,6.65
03/21/1996,5.4,5.82,6.28,6.62
03/20/1996,5.41,5.86,6.34,6.65
03/19/1996,5.47,5.99,6.41,6.7
03/18/1996,5.51,6.02,6.43,6.71
03/15/1996,5.51,6.01,6.46,6.75
03/14/1996,5.38,5.84,6.36,6.68
03/13/1996,5.39,5.86,6.35,6.68
03/12/1996,5.41,5.92,6.36,6.66
03/11/1996,5.38,5.86,6.33,6.63
03/08/1996,5.39,5.88,6.41,6.7
03/07/1996,5.14,5.53,6.07,6.46
03/06/1996,5.13,5.48,6.05,6.44
03/05/1996,5.07,5.4,5.96,6.39
03/04/1996,5.02,5.32,5.92,6.34
03/01/1996,5.07,5.4,5.99,6.38
02/29/1996,5.23,5.56,6.13,6.48
02/28/1996,5.22,5.51,6.11,6.48
02/27/1996,5.12,5.41,6.06,6.47
02/26/1996,5.05,5.33,6.01,6.45
02/23/1996,5.02,5.29,5.97,6.42
02/22/1996,4.99,5.23,5.92,6.36
02/21/1996,5.05,5.3,5.98,6.39
02/20/1996,5.09,5.3,6.01,6.39
02/16/1996,4.84,5.01,5.76,6.23
02/15/1996,4.84,4.95,5.7,6.16
02/14/1996,4.8,4.91,5.62,6.07
02/13/1996,4.79,4.89,5.58,6.02
02/12/1996,4.8,4.94,5.61,6.05
02/09/1996,4.82,4.98,5.66,6.11
02/08/1996,4.84,5.01,5.66,6.09
02/07/1996,4.86,5.03,5.66,6.15
02/06/1996,4.87,5.03,5.68,6.14
02/05/1996,4.88,5.09,5.7,6.15
02/02/1996,4.85,5.04,5.66,6.15
02/01/1996,4.88,5.05,5.63,6.08
01/31/1996,4.9,5.06,5.6,6.03
01/30/1996,4.98,5.13,5.63,6.04
01/29/1996,5.05,5.21,5.69,6.09
01/26/1996,5.02,5.18,5.65,6.04
01/25/1996,5.06,5.23,5.7,6.11
01/24/1996,5.03,5.16,5.62,6.02
01/23/1996,5.06,5.18,5.66,6.09
01/22/1996,5.06,5.17,5.61,6.04
01/19/1996,5.02,5.1,5.54,5.97
01/18/1996,5.01,5.09,5.53,5.98
01/17/1996,5.04,5.14,5.58,6.0
01/16/1996,5.06,5.19,5.66,6.09
01/12/1996,5.14,5.26,5.75,6.16
01/11/1996,5.16,5.31,5.78,6.16
01/10/1996,5.19,5.33,5.8,6.16
01/09/1996,5.16,5.27,5.7,6.06
01/08/1996,5.19,5.27,5.68,6.04
01/05/1996,5.19,5.29,5.69,6.05
01/04/1996,5.19,5.26,5.65,6.03
01/03/1996,5.16,5.21,5.58,5.96
01/02/1996,5.17,5.26,5.6,5.97
